tick_time_s,callsign_preceding,callsign_following,X_pre,Y_pre,X_fol,Y_fol,distance_nm,ATCZone_pre,thr_distance_nm_pre,ATCZone_fol,thr_distance_nm_fol,ATCZone,thr_distance_nm,min_required_nm,is_below_minima,margin_nm,Aircraft_Type_Preceding,Aircraft_Type_Following,Wake_Pre,Wake_Fol,wake_required_nm,wake_is_below,wake_margin_nm
15408.0,RYR32FE,RYR57ZC,22.01092174414052,10.46620101609254,17.57695584595698,10.205709576346376,4.441611123954415,TMA,3.4902625638258487,TWR,0.3921336929530278,TWR,0.3921336929530278,3.0,False,1.4416111239544147,B738,B738,,,,False,
15412.0,RYR32FE,RYR57ZC,22.25615323066325,10.431938376974289,17.695474184122897,10.2560488026429,4.56406951173081,TMA,3.736948762369463,TWR,0.5208131879235401,TWR,0.5208131879235401,3.0,False,1.5640695117308097,B738,B738,,,,False,
15488.0,RYR57ZC,VLG1510,21.168056154126145,10.575100953208358,17.535170320035668,10.175439462036248,3.6548035229080607,TMA,2.643915232436327,TWR,0.341527589807906,TWR,0.341527589807906,3.0,False,0.6548035229080607,B738,A320,,,,False,
15492.0,RYR57ZC,VLG1510,21.408875220054128,10.533866861137534,17.655053414005586,10.23442795433207,3.7657458504889028,TMA,2.885865038516404,TWR,0.4750570446506003,TWR,0.4750570446506003,3.0,False,0.7657458504889028,B738,A320,,,,False,
15496.0,RYR57ZC,VLG1510,21.65366383603653,10.494679579289729,17.798946924470965,10.30187509315208,3.859535728320748,TMA,3.1320548459084367,TWR,0.6339670335341463,TWR,0.6339670335341463,3.0,False,0.8595357283207479,B738,A320,,,,False,
15764.0,VLG8FU,RYR73JP,22.312992573449264,10.403956316354632,17.502739969343693,10.169029527592397,4.815985954234352,TMA,3.7953254842639152,TWR,0.3093603741217013,TWR,0.3093603741217013,3.0,False,1.8159859542343524,A320,B738,,,,False,
15768.0,VLG8FU,RYR73JP,22.570302903411022,10.370615094151628,17.61102980321525,10.22185890483482,4.961503611425215,TMA,4.054239401253796,TWR,0.4298408980226303,TWR,0.4298408980226303,3.0,False,1.961503611425215,A320,B738,,,,False,
15772.0,VLG8FU,RYR73JP,22.82759539854453,10.337568509477892,17.739888819849778,10.279648454905358,5.0880362580877465,TMA,4.313180800312187,TWR,0.5710390147431789,TWR,0.5710390147431789,3.0,False,2.0880362580877465,A320,B738,,,,False,
15868.0,RYR73JP,ITY075,22.64805512883404,10.290302462045046,17.535747045323728,10.1803152415552,5.113491090184472,TMA,4.137798558641364,TWR,0.3440528584675642,TWR,0.3440528584675642,3.0,False,2.113491090184472,B738,A20N,,,,False,
15872.0,RYR73JP,ITY075,22.902434950538343,10.259503777832128,17.651147237099302,10.232690140785198,5.251356169642992,TMA,4.393876519415356,TWR,0.4707819266169851,TWR,0.4707819266169851,3.0,False,2.2513561696429916,B738,A20N,,,,False,
15876.0,RYR73JP,ITY075,23.15709070842905,10.230586889638191,17.778475324292373,10.298273365066924,5.379041263034491,TMA,4.650081683545946,TWR,0.6138827112584695,TWR,0.6138827112584695,3.0,False,2.379041263034491,B738,A20N,,,,False,
15960.0,ITY075,RYR2A,21.561292350281786,10.484691374475863,17.608377994174216,10.218994746570036,3.9618337427007018,TMA,3.0402702257626646,TWR,0.4262187296065656,TWR,0.4262187296065656,3.0,False,0.9618337427007018,A20N,B738,,,,False,
15964.0,ITY075,RYR2A,21.80784835209306,10.451727938251768,17.72112763654478,10.26998651638436,4.090759850115116,TMA,3.288238432304291,TWR,0.5499513027317362,TWR,0.5499513027317362,3.0,False,1.0907598501151163,A20N,B738,,,,False,
16052.0,RYR2A,TVF32ER,21.84601592433059,10.52278635941066,17.551839452552784,10.19189405930861,4.306906231279817,TMA,3.3231242524193507,TWR,0.3635222297138546,TWR,0.3635222297138546,3.0,False,1.3069062312798172,B738,A20N,,,,False,
16056.0,RYR2A,TVF32ER,22.08768487529038,10.48930730437946,17.670462951396487,10.246885916329202,4.423869081959033,TMA,3.5658966465915327,TWR,0.4942712680096779,TWR,0.4942712680096779,3.0,False,1.4238690819590332,B738,A20N,,,,False,
16060.0,RYR2A,TVF32ER,22.32890748506483,10.45585076249674,17.80925169028716,10.308649151858011,4.522052279379574,TMA,3.808376067128052,TWR,0.6461611669531586,TWR,0.6461611669531586,3.0,False,1.522052279379574,B738,A20N,,,,False,
16156.0,RYR2A,VLG911N,28.38648496991919,8.548939214956155,17.531373301385848,10.179125261450322,10.976837244056824,TMA,10.080433678016862,TWR,0.3395809889989216,TWR,0.3395809889989216,3.0,False,7.976837244056824,B738,A320,,,,False,
16160.0,TVF32ER,VLG911N,22.39566419130942,10.36207832476908,17.650184685183532,10.238819479276197,4.74707999575034,TMA,3.880595509721248,TWR,0.4724875940691725,TWR,0.4724875940691725,3.0,False,1.7470799957503402,A20N,A320,,,,False,
16164.0,TVF32ER,VLG911N,22.640954785284496,10.331848312107835,17.786458861138115,10.301839460789692,4.854588675543095,TMA,4.127434203755604,TWR,0.6226249524621995,TWR,0.6226249524621995,3.0,False,1.854588675543095,A20N,A320,,,,False,
16240.0,VLG911N,TAP1041,21.25909870168578,10.606716279937697,17.50580090875828,10.16594483947182,3.7790903383122227,TMA,2.734388790257821,TWR,0.3108436976438326,TWR,0.3108436976438326,3.0,False,0.7790903383122227,A320,A320,,,,False,
16244.0,VLG911N,TAP1041,21.493585619815377,10.56708449986292,17.620793056489322,10.223391295634777,3.8880132789364548,TMA,2.969543287273609,TWR,0.4393254597295188,TWR,0.4393254597295188,3.0,False,0.8880132789364548,A320,A320,,,,False,
16248.0,VLG911N,TAP1041,21.73654174831115,10.5257525492179,17.75141116609342,10.285199811973712,3.9923841719857958,TMA,3.213613153389358,TWR,0.5838282158307675,TWR,0.5838282158307675,3.0,False,0.9923841719857958,A320,A320,,,,False,
16340.0,TAP1041,RYR2VR,22.22460392246376,10.357079141091178,17.51147733755235,10.171360765409382,4.7167842350975295,TMA,3.710363158193101,TWR,0.3182629013779249,TWR,0.3182629013779249,3.0,False,1.7167842350975295,A320,B738,,,,False,
16344.0,TAP1041,RYR2VR,22.47274945075377,10.33224124526592,17.61324095353646,10.219801066660215,4.86080915365869,TMA,3.959681442860798,TWR,0.4309635780868061,TWR,0.4309635780868061,3.0,False,1.86080915365869,A320,B738,,,,False,
