CAT,SAC,SIC,Time,LAT,LON,H(m),H(ft),RHO,THETA,Mode3/A,FL,TA,TI,BP,RA,TTA,GS,TAR,TAS,HDG,IAS,MACH,BAR,IVV,TN,GS(kt),HDG.1,STAT,callsign,lat,lon,ALT_CORR,X,Y
CAT048,20,129,04:37:44:531,41.28586315,2.2126385,891.522911689244,2924.94402958654,5.101562,100.05249,1000.0,29.25,484163,KLM73T,"1013,2",,,,,,98.085938,205.0,0.328,1984.0,1920,2529,226.16,99.1681,"No alert, no SPI, aircraft airbone",KLM73T,41.28586315,2.2126385,1984.0,23.458878396686444,10.282854402722323
CAT048,20,129,04:37:45:836,41.28693587,2.08796706,7.61994111444801,24.9998076059256,1.042969,217.672119,1000.0,0.25,399100000000,AFR32SN,1014,0.703,"65,039",138.0,"1,25",146.0,63.457031,144.0,0.22,-64.0,32,3171,138.82,65.2808,"No alert, no SPI, aircraft airbone",AFR32SN,41.28693587,2.08796706,-64.0,17.835737789724398,10.317646169625604
CAT048,20,129,04:37:48:531,41.28517991,2.21815964,929.621160459705,3049.93828808262,5.355469,100.014038,1000.0,30.5,484163,KLM73T,"1013,2",,,,,,97.910156,207.0,0.328,1504.0,1312,2529,229.02,99.0472,"No alert, no SPI, aircraft airbone",KLM73T,41.28517991,2.21815964,1504.0,23.708136628165448,10.243342720398177
CAT048,20,129,04:37:49:781,41.28803579,2.09129307,2.41044908761978e-05,7.90829778462648e-05,0.902344,212.662354,1000.0,-0.5,399100000000,AFR32SN,1014,,,,,,61.875,152.0,0.232,-1408.0,256,3171,153.12,65.2753,"No alert, no SPI, aircraft airbone",AFR32SN,41.28803579,2.09129307,-1408.0,17.985440307649398,10.384349325227708
CAT048,20,129,04:37:52:523,41.2844972,2.2237856,952.479287595488,3124.93214591478,5.613281,99.970093,1000.0,31.25,484163,KLM73T,"1013,2",-0.703,"98,965",234.0,"-0,031",226.0,97.558594,210.0,0.336,1280.0,896,2529,233.86,98.855,"No alert, no SPI, aircraft airbone",KLM73T,41.2844972,2.2237856,1280.0,23.962127449141235,10.203907539960332
CAT048,20,129,04:37:53:695,41.28928206,2.09488459,22.860080097802,75.0002651880727,0.757812,205.350952,1000.0,0.75,399100000000,AFR32SN,1014,,,,,,60.644531,162.0,0.244,2048.0,1760,3171,161.7,65.495,"No alert, no SPI, aircraft airbone",AFR32SN,41.28928206,2.09488459,2048.0,18.147071395762826,10.459897658471336
CAT048,20,129,04:37:56:516,41.28380622,2.22959318,967.717260637321,3174.92549738935,5.878906,99.920654,1000.0,31.75,484163,KLM73T,"1013,2",,,,,,97.207031,215.0,0.344,1120.0,768,2529,238.04,98.9429,"No alert, no SPI, aircraft airbone",KLM73T,41.28380622,2.22959318,1120.0,24.224318145156882,10.164042982877593
CAT048,20,129,04:37:57:570,41.29046232,2.0983696,68.5801036488265,225.000347255216,0.636719,195.199585,1000.0,2.25,399100000000,AFR32SN,,,,,,,59.0625,160.0,0.244,2240.0,2560,3171,161.7,65.495,"No alert, no SPI, aircraft airbone",AFR32SN,41.29046232,2.0983696,2240.0,18.3039113741696,10.53146827030944
CAT048,20,129,04:38:00:508,41.28313391,2.23531613,982.955170303583,3224.91864093881,6.140625,99.871216,1000.0,32.25,484163,KLM73T,"1013,2",,,,,,97.03125,219.0,0.352,1120.0,864,2529,245.08,98.6902,"No alert, no SPI, aircraft airbone",KLM73T,41.28313391,2.23531613,1120.0,24.482690268355267,10.125292693695826
CAT048,20,129,04:38:01:406,41.29161773,2.1018711,114.300096568651,375.000328826295,0.546875,180.889893,1000.0,3.75,399100000000,AFR32SN,1014,-0.352,"65,215",160.0,"0,375",164.0,58.710938,160.0,0.244,2624.0,2688,3171,160.82,65.3467,"No alert, no SPI, aircraft airbone",AFR32SN,41.29161773,2.1018711,2624.0,18.461496337519993,10.60155715121224
CAT048,20,129,04:38:04:500,41.28245603,2.2413733,1013.43285634089,3324.91105239745,6.417969,99.805298,1000.0,33.25,484163,KLM73T,"1013,2",,,,,,96.855469,224.0,0.36,1696.0,1408,2529,249.92,98.2892,"No alert, no SPI, aircraft airbone",KLM73T,41.28245603,2.2413733,1696.0,24.756144292593202,10.08632017504265
CAT048,20,129,04:38:05:203,41.29283343,2.10530631,167.640057350509,550.000205757844,0.5,162.70752,1000.0,5.5,399100000000,AFR32SN,1014,,,,,,63.457031,160.0,0.244,2848.0,2752,3171,158.84,65.0446,"No alert, no SPI, aircraft airbone",AFR32SN,41.29283343,2.10530631,2848.0,18.61606907427301,10.675256857401985
CAT048,20,129,04:38:08:492,41.28180873,2.24752502,1043.91039894708,3424.90299328152,6.699219,99.7229,1000.0,34.25,484163,KLM73T,"1013,2",-4.219,"98,262",254.0,"-0,312",246.0,96.328125,227.0,0.364,1984.0,2048,2529,253.88,98.1573,"No alert, no SPI, aircraft airbone",KLM73T,41.28180873,2.24752502,1984.0,25.033856816505757,10.04922933799545
CAT048,20,129,04:38:08:984,41.29383273,2.10881336,220.97999022156,724.999991118503,0.523438,143.4375,1000.0,7.25,399100000000,AFR32SN,1014,,,,,,71.191406,159.0,0.244,3008.0,3072,3171,158.18,68.4668,"No alert, no SPI, aircraft airbone",AFR32SN,41.29383273,2.10881336,3008.0,18.773937879628388,10.735989641378962
CAT048,20,129,04:38:12:492,41.28118724,2.25375472,1089.62780038267,3574.89447260749,6.984375,99.629517,1000.0,35.75,484163,KLM73T,"1013,2",,,,,,92.8125,230.0,0.372,2144.0,2144,2529,256.08,96.9543,"No alert, no SPI, aircraft airbone",KLM73T,41.28118724,2.25375472,2144.0,25.31508204165979,10.013729965524936
CAT048,20,129,04:38:12:813,41.2945201,2.11244982,274.319891198538,899.999671839812,0.613281,128.265381,1000.0,9.0,399100000000,AFR32SN,1014,,,,,,80.507812,154.0,0.236,2656.0,2464,3171,156.2,76.6736,"No alert, no SPI, aircraft airbone",AFR32SN,41.2945201,2.11244982,2656.0,18.937728000193097,10.778034627030445
CAT048,20,129,04:38:16:477,41.28075103,2.26003318,1127.72506203502,3699.88549252699,7.269531,99.453735,1000.0,37.0,484163,KLM73T,"1013,2",,,,,,86.484375,234.0,0.376,1984.0,1568,2529,261.14,90.2142,"No alert, no SPI, aircraft airbone",KLM73T,41.28075103,2.26003318,1984.0,25.598439321380347,9.98938572292308
CAT048,20,129,04:38:16:703,41.29473787,2.11620897,320.039757215418,1049.99923706263,0.75,119.196167,1000.0,10.5,399100000000,AFR32SN,1014,21.797,"86,66",160.0,"2,656",160.0,92.988281,153.0,0.236,1952.0,1888,3171,159.28,86.759,"No alert, no SPI, aircraft airbone",AFR32SN,41.29473787,2.11620897,1952.0,19.10718466404309,10.791927566384135
CAT048,20,129,04:38:20:477,41.28141207,2.26655193,1158.20204943605,3799.87561187176,7.554688,98.783569,1000.0,38.0,484163,KLM73T,"1013,2",,,,,,78.398438,239.0,0.384,1920.0,1632,2529,266.2,82.8699,"No alert, no SPI, aircraft airbone",KLM73T,41.28141207,2.26655193,1920.0,25.89220400446744,10.03099119750932
CAT048,20,129,04:38:20:648,41.29447203,2.1202693,358.139574650675,1174.99864209692,0.921875,114.395142,1000.0,11.75,399100000000,AFR32SN,1014,,,,,,95.097656,152.0,0.236,2400.0,2368,3171,161.7,95.3174,"No alert, no SPI, aircraft airbone",AFR32SN,41.29447203,2.1202693,2400.0,19.290364685552028,10.776867868154342
CAT048,20,129,04:38:24:461,41.2820165,2.27276832,1196.29906640388,3924.86582902051,7.828125,98.201294,1000.0,39.25,484163,KLM73T,"1013,2",-24.609,"74,531",268.0,"-1,938",262.0,70.488281,242.0,0.392,2272.0,2432,2529,267.52,76.5857,"No alert, no SPI, aircraft airbone",KLM73T,41.2820165,2.27276832,2272.0,26.172347764903627,10.069129921664628
CAT048,20,129,04:38:24:609,41.29416424,2.12416398,411.479356550612,1349.99793214551,1.09375,111.40686,1000.0,13.5,399100000000,AFR32SN,1014,,,,,,96.328125,153.0,0.236,2336.0,2208,3171,163.02,96.3391,"No alert, no SPI, aircraft airbone",AFR32SN,41.29416424,2.12416398,2336.0,19.46608859243184,10.759261759865334
CAT048,20,129,04:38:28:445,41.28374307,2.27897506,1249.63593385648,4099.85555723369,8.09375,97.185059,1000.0,41.0,484163,KLM73T,"1013,2",,,,,,63.632812,244.0,0.396,2784.0,2816,2529,266.86,67.2803,"No alert, no SPI, aircraft airbone",KLM73T,41.28374307,2.27897506,2784.0,26.451596936851942,10.174637393305648
CAT048,20,129,04:38:28:578,41.2937957,2.12818472,457.199087302201,1499.99705358455,1.273438,109.308472,1000.0,15.0,399100000000,AFR32SN,1014,,,,,,96.855469,154.0,0.24,2304.0,2240,3171,164.34,96.9928,"No alert, no SPI, aircraft airbone",AFR32SN,41.2937957,2.12818472,2304.0,19.647517186321,10.738045718996805
CAT048,20,129,04:38:32:422,41.28595665,2.28475643,1310.59290308971,4299.84562017284,8.339844,96.047974,1000.0,43.0,484163,KLM73T,"1013,2",,,,,,57.128906,244.0,0.4,2944.0,3008,2529,267.08,60.3589,"No alert, no SPI, aircraft airbone",KLM73T,41.28595665,2.28475643,2944.0,26.711447422622303,10.309264825358596
CAT048,20,129,04:38:32:555,41.29338398,2.13224868,502.918769551441,1649.99601589515,1.457031,107.808838,1000.0,16.5,399100000000,AFR32SN,1014,1.582,"97,734",166.0,"0,062",164.0,97.734375,156.0,0.244,2368.0,2304,3171,166.54,97.5916,"No alert, no SPI, aircraft airbone",AFR32SN,41.29338398,2.13224868,2368.0,19.8309099686894,10.71425621350184
CAT048,20,129,04:38:36:406,41.28869944,2.29018267,1371.54996408429,4499.8359841663,8.570312,94.77356,1000.0,45.0,484163,KLM73T,"1013,2",,,,,,50.273438,244.0,0.4,2976.0,3104,2529,266.86,55.2338,"No alert, no SPI, aircraft airbone",KLM73T,41.28869944,2.29018267,2976.0,26.95504570420221,10.475563027887885
CAT048,20,129,04:38:36:539,41.29294782,2.13628433,548.638408537023,1799.99483626461,1.640625,106.710205,1000.0,18.0,399100000000,AFR32SN,1014,,,,,,98.613281,154.0,0.24,2496.0,2464,3171,166.98,98.6133,"No alert, no SPI, aircraft airbone",AFR32SN,41.29294782,2.13628433,2496.0,20.013035849347236,10.689001849656503
CAT048,20,129,04:38:40:383,41.29177302,2.29520061,1432.50717668701,4699.82684556181,8.785156,93.444214,1000.0,47.0,484163,KLM73T,"1013,2",-28.125,"45,703",266.0,"-2,094",268.0,42.363281,244.0,0.4,3008.0,2944,2529,266.2,45.6042,"No alert, no SPI, aircraft airbone",KLM73T,41.29177302,2.29520061,3008.0,27.18007256125504,10.661603074383057
CAT048,20,129,04:38:40:523,41.2924534,2.14036124,601.977998407558,1974.99349629545,1.828125,105.924683,1000.0,19.75,399100000000,AFR32SN,1014,,,,,,98.789062,154.0,0.24,2432.0,2336,3171,166.32,99.3439,"No alert, no SPI, aircraft airbone",AFR32SN,41.2924534,2.14036124,2432.0,20.197042841727463,10.66026869587293
CAT048,20,129,04:38:44:359,41.2955805,2.29938344,1485.84480000474,4874.81905364754,8.964844,91.906128,1000.0,48.75,484163,KLM73T,"1013,2",,,,,,33.925781,243.0,0.4,2912.0,2912,2529,267.08,37.381,"No alert, no SPI, aircraft airbone",KLM73T,41.2955805,2.29938344,2912.0,27.367111435455648,10.891442380190243
CAT048,20,129,04:38:44:508,41.29193374,2.14434769,647.697553078644,2124.99204004254,2.011719,105.358887,1000.0,21.25,399100000000,AFR32SN,1014,,,,,,99.84375,154.0,0.24,2336.0,2304,3171,165.66,100.0854,"No alert, no SPI, aircraft airbone",AFR32SN,41.29193374,2.14434769,2336.0,20.37698098353639,10.630008042215072
CAT048,20,129,04:38:48:336,41.29975748,2.30290522,1546.80278474279,5074.81244829553,9.121094,90.291138,1000.0,50.75,484163,KLM73T,"1013,2",,,,,,25.664062,243.0,0.404,2912.0,2944,2529,266.64,28.9709,"No alert, no SPI, aircraft airbone",KLM73T,41.29975748,2.30290522,2912.0,27.524164634985926,11.143259057030843
CAT048,20,129,04:38:48:500,41.29139939,2.14823419,693.417076722719,2274.99048199496,2.191406,104.941406,1000.0,22.75,399100000000,AFR32SN,1014,-0.176,"100,723",164.0,"-0,062",162.0,99.84375,153.0,0.24,2176.0,2208,3171,165.0,100.8325,"No alert, no SPI, aircraft airbone",AFR32SN,41.29139939,2.14823419,2176.0,20.55241909315429,10.598850306358528
CAT048,20,129,04:38:52:313,41.30423228,2.30565676,1607.76122397836,5274.80733407717,9.25,88.615723,1000.0,52.75,484163,KLM73T,"1013,2",,,,,,17.753906,242.0,0.404,2912.0,2880,2529,266.86,20.4016,"No alert, no SPI, aircraft airbone",KLM73T,41.30423228,2.30565676,2912.0,27.646342297954945,11.41271249943389
CAT048,20,129,04:38:52:492,41.29080145,2.15227704,739.136537413113,2424.98871740644,2.378906,104.633789,1000.0,24.25,399100000000,AFR32SN,1014,,,,,,99.140625,151.0,0.24,2144.0,2048,3171,165.0,100.8325,"No alert, no SPI, aircraft airbone",AFR32SN,41.29080145,2.15227704,2144.0,20.734931282930024,10.563920944307608
CAT048,20,129,04:38:56:289,41.3089427,2.307362,1661.10030467715,5449.80432359698,9.339844,86.885376,1000.0,54.5,484163,KLM73T,"1013,2",-28.477,"11,777",268.0,"-2,094",268.0,9.492188,242.0,0.404,2880.0,2816,2529,267.96,11.8542,"No alert, no SPI, aircraft airbone",KLM73T,41.3089427,2.307362,2880.0,27.72123003370764,11.695978121719294
CAT048,20,129,04:38:56:484,41.29024243,2.15616597,777.235975269228,2549.98687710229,2.558594,104.359131,1000.0,25.5,399100000000,AFR32SN,1014,,,,,,98.964844,152.0,0.24,1664.0,1536,3171,164.78,100.4865,"No alert, no SPI, aircraft airbone",AFR32SN,41.29024243,2.15616597,1664.0,20.910492804373458,10.531299067630506
CAT048,20,129,04:39:00:266,41.31384459,2.30824229,1722.05991892144,5649.80306439422,9.402344,85.100098,1000.0,56.5,484163,KLM73T,"1013,2",,,,,,1.054688,243.0,0.404,2880.0,2752,2529,268.84,3.6255,"No alert, no SPI, aircraft airbone",KLM73T,41.31384459,2.30824229,2880.0,27.75883483091915,11.990473910620977
CAT048,20,129,04:39:00:477,41.2896765,2.16024581,807.715339658782,2649.98479496612,2.746094,104.084473,1000.0,26.5,399100000000,AFR32SN,1014,,,,,,98.4375,153.0,0.244,1536.0,1408,3171,167.64,99.9646,"No alert, no SPI, aircraft airbone",AFR32SN,41.2896765,2.16024581,1536.0,21.094669331358578,10.49831658559431
CAT048,20,129,04:39:04:242,41.31880353,2.30813546,1775.40016831085,5824.80388820097,9.429688,83.287354,1000.0,58.25,484163,KLM73T,"1013,2",,,,,,-7.382812,243.0,0.408,2816.0,2784,2529,269.5,357.2314,"No alert, no SPI, aircraft airbone",KLM73T,41.31880353,2.30813546,2816.0,27.751911474076866,12.288079010263104
CAT048,20,129,04:39:04:469,41.28911966,2.16441599,838.194641350769,2749.98250712926,2.9375,103.815308,1000.0,27.5,399100000000,AFR32SN,1014,-0.703,"99,668",170.0,"-0,062",166.0,97.910156,154.0,0.244,1600.0,1504,3171,170.5,99.7888,"No alert, no SPI, aircraft airbone",AFR32SN,41.28911966,2.16441599,1600.0,21.282920318348946,10.465910433780865
CAT048,20,129,04:39:08:211,41.32372858,2.30703466,1828.74105273653,5999.80679546011,9.421875,81.45813,1000.0,60.0,484163,KLM73T,"1013,2",,,,,,-15.46875,243.0,0.408,2880.0,2848,2529,269.5,348.6456,"No alert, no SPI, aircraft airbone",KLM73T,41.32372858,2.30703466,2880.0,27.700199923164124,12.583333143421966
CAT048,20,129,04:39:08:461,41.28859806,2.16850518,868.673908692785,2849.98010659564,3.125,103.557129,1000.0,28.5,399100000000,AFR32SN,1014,,,,,,97.382812,156.0,0.248,1568.0,1600,3171,172.48,99.3494,"No alert, no SPI, aircraft airbone",AFR32SN,41.28859806,2.16850518,1568.0,21.467510312337623,10.43560845109377
CAT048,20,129,04:39:12:453,41.28808374,2.17268415,899.153111028485,2949.97749278669,3.316406,103.304443,1000.0,29.5,399100000000,AFR32SN,1014,,,,,,96.855469,157.0,0.252,1632.0,1664,3171,174.46,99.245,"No alert, no SPI, aircraft airbone",AFR32SN,41.28808374,2.17268415,1632.0,21.656149878965373,10.40577444795775
CAT048,20,129,04:39:16:445,41.28757346,2.17693858,937.252248282544,3074.9746662553,3.511719,103.062744,1000.0,30.75,399100000000,AFR32SN,1014,,,,,,96.328125,158.0,0.252,1760.0,1792,3171,176.22,98.8165,"No alert, no SPI, aircraft airbone",AFR32SN,41.28757346,2.17693858,1760.0,21.848194298904055,10.37621094344705
CAT048,20,129,04:39:20:438,41.2870757,2.18138705,967.731290759519,3174.97152797546,3.714844,102.804565,1000.0,31.75,399100000000,AFR32SN,1014,-2.461,"97,91",178.0,"-0,25",172.0,95.097656,159.0,0.256,1440.0,1344,3171,176.88,98.1299,"No alert, no SPI, aircraft airbone",AFR32SN,41.2870757,2.18138705,1440.0,22.04898876825641,10.347457469531918
CAT048,20,129,04:39:24:422,41.28663658,2.18567197,998.210314555094,3274.96832840493,3.910156,102.546387,1000.0,32.75,399100000000,AFR32SN,1014,,,,,,94.394531,164.0,0.264,960.0,928,3171,182.6,97.24,"No alert, no SPI, aircraft airbone",AFR32SN,41.28663658,2.18567197,960.0,22.242390080464542,10.322192057609282
CAT048,20,129,04:39:28:414,41.28621211,2.19025104,1013.44921272248,3324.96471506842,4.117188,102.260742,1000.0,33.25,399100000000,AFR32SN,1014,,,,,,94.042969,168.0,0.268,1024.0,992,3171,187.44,96.7401,"No alert, no SPI, aircraft airbone",AFR32SN,41.28621211,2.19025104,1024.0,22.449055415717492,10.297891371515924
CAT048,20,129,04:39:32:406,41.28583684,2.19491717,1036.30802715849,3399.96082782266,4.328125,101.953125,1000.0,34.0,399100000000,AFR32SN,1014,,,,,,93.339844,172.0,0.276,1216.0,1120,3171,191.18,96.3062,"No alert, no SPI, aircraft airbone",AFR32SN,41.28583684,2.19491717,1216.0,22.65963287694118,10.276577267342814
CAT048,20,129,04:39:36:406,41.28547857,2.1996732,1059.1667546425,3474.9566553013,4.542969,101.651001,1000.0,34.75,399100000000,AFR32SN,1014,-1.055,"95,449",196.0,"-0,094",190.0,92.988281,176.0,0.284,960.0,896,3171,195.14,95.592,"No alert, no SPI, aircraft airbone",AFR32SN,41.28547857,2.1996732,960.0,22.87426141247377,10.256318451755728
CAT048,20,129,04:39:40:398,41.28512266,2.20461495,1074.4053641567,3524.95209493987,4.765625,101.35437,1000.0,35.25,399100000000,AFR32SN,1014,,,,,,92.8125,181.0,0.292,1024.0,992,3171,200.86,95.1416,"No alert, no SPI, aircraft airbone",AFR32SN,41.28512266,2.20461495,1024.0,23.0972677459441,10.236262326142848
CAT048,20,129,04:39:44:391,41.2848172,2.20964342,1097.26387632173,3599.94721599137,4.992188,101.04126,1000.0,36.0,399100000000,AFR32SN,1014,,,,,,92.460938,185.0,0.3,1056.0,1120,3171,206.8,94.7131,"No alert, no SPI, aircraft airbone",AFR32SN,41.2848172,2.20964342,1056.0,23.3241697255671,10.219270171254522
CAT048,20,129,04:39:48:375,41.28450362,2.21484285,1120.1222625887,3674.94192399152,5.226562,100.744629,1000.0,36.75,399100000000,AFR32SN,1014,,,,,,92.109375,189.0,0.304,1120.0,1184,3171,209.88,94.6472,"No alert, no SPI, aircraft airbone",AFR32SN,41.28450362,2.21484285,1120.0,23.55878739627934,10.201850058754108
CAT048,20,129,04:39:52:367,41.28418889,2.22002788,1150.60057723615,3774.93639781946,5.460938,100.475464,1000.0,37.75,399100000000,AFR32SN,1014,0.879,"94,746",216.0,"0,062",208.0,92.636719,192.0,0.312,1472.0,1504,3171,214.94,94.8065,"No alert, no SPI, aircraft airbone",AFR32SN,41.28418889,2.22002788,1472.0,23.792758231346145,10.184371006181005
CAT048,20,129,04:39:56:359,41.2838424,2.22537896,1181.07875900343,3874.93043568882,5.703125,100.233765,1000.0,38.75,399100000000,AFR32SN,1014,,,,,,92.988281,196.0,0.316,1504.0,1600,3171,218.02,94.9988,"No alert, no SPI, aircraft airbone",AFR32SN,41.2838424,2.22537896,1504.0,24.034232258261714,10.165045511727206
CAT048,20,129,04:39:57:734,41.28484722,2.08180459,7.61971382983029,24.9990619214604,1.320312,223.939819,3224.0,0.25,345643,VLG8SJ,1014,0.527,"64,863",102.0,"-2,75",110.0,63.105469,109.0,0.164,-160.0,96,3943,101.64,64.9457,"No alert, no SPI, aircraft airbone",VLG8SJ,41.28484722,2.08180459,-160.0,17.55836746879316,10.191029540204868
CAT048,20,129,04:40:00:352,41.28351305,2.23064336,1211.55689073354,3974.92430939423,5.941406,100.008545,1000.0,39.75,399100000000,AFR32SN,1014,,,,,,93.339844,198.0,0.324,1408.0,1408,3171,222.2,95.4272,"No alert, no SPI, aircraft airbone",AFR32SN,41.28351305,2.23064336,1408.0,24.27179292943916,10.146739438135288
CAT048,20,129,04:40:01:703,41.2858175,2.08448197,7.61982234101743,24.9994179293036,1.195312,221.693115,3224.0,0.25,345643,VLG8SJ,1014,,,,,,63.457031,127.0,0.192,64.0,64,3943,119.46,64.7205,"No alert, no SPI, aircraft airbone",VLG8SJ,41.2858175,2.08448197,64.0,17.67886046875167,10.249809017677984
CAT048,20,129,04:40:04:344,41.28308911,2.23633426,1234.41478571203,4049.91740555544,6.199219,99.821777,1000.0,40.5,399100000000,AFR32SN,1014,,,,,,93.691406,203.0,0.332,1152.0,1248,3171,226.38,95.8337,"No alert, no SPI, aircraft airbone",AFR32SN,41.28308911,2.23633426,1152.0,24.528627926371666,10.122890594905767
CAT048,20,129,04:40:05:656,41.28681299,2.08747434,7.61992507986724,24.9997549990316,1.0625,218.380737,3224.0,0.25,345643,VLG8SJ,1014,,,,,,63.457031,143.0,0.216,64.0,32,3943,135.52,65.1324,"No alert, no SPI, aircraft airbone",VLG8SJ,41.28681299,2.08747434,64.0,17.813549289420546,10.310169820222317
CAT048,20,129,04:40:08:336,41.28263307,2.24192758,1257.27262928896,4124.91033307638,6.453125,99.673462,1000.0,41.25,399100000000,AFR32SN,1014,1.582,"96,328",232.0,"0,125",228.0,94.21875,209.0,0.34,1120.0,1120,3171,232.54,96.1743,"No alert, no SPI, aircraft airbone",AFR32SN,41.28263307,2.24192758,1120.0,24.78107719123069,10.097104083475076
CAT048,20,129,04:40:09:602,41.28790989,2.09075678,7.62001109588891,25.0000372038362,0.921875,213.678589,3224.0,0.25,345643,VLG8SJ,1014,,,,,,63.457031,155.0,0.24,-160.0,32,3943,151.36,64.9567,"No alert, no SPI, aircraft airbone",VLG8SJ,41.28790989,2.09075678,-160.0,17.961288289289165,10.376681865952786
CAT048,20,129,04:40:12:336,41.28213532,2.24776455,1287.75028571393,4224.9026473817,6.71875,99.541626,1000.0,42.25,399100000000,AFR32SN,1014,,,,,,94.570312,214.0,0.348,1280.0,1312,3171,236.72,96.5533,"No alert, no SPI, aircraft airbone",AFR32SN,41.28213532,2.24776455,1280.0,25.044535455126677,10.06890047186136
CAT048,20,129,04:40:13:523,41.28909274,2.09441936,7.54641368985176e-05,0.0002475857589021,0.777344,206.394653,3224.0,-0.25,345643,VLG8SJ,1014,0.527,"65,391",164.0,"5,031",166.0,61.699219,163.0,0.248,544.0,576,3943,165.22,65.2972,"No alert, no SPI, aircraft airbone",VLG8SJ,41.28909274,2.09441936,544.0,18.12614248472701,10.448437477883227
CAT048,20,129,04:40:16:328,41.28160283,2.25368063,1318.22781353816,4324.89453976855,6.988281,99.431763,1000.0,43.25,399100000000,AFR32SN,1014,,,,,,90.351562,219.0,0.36,1312.0,1344,3171,243.32,95.6635,"No alert, no SPI, aircraft airbone",AFR32SN,41.28160283,2.25368063,1312.0,25.311579328875602,10.038652433184007
CAT048,20,129,04:40:17:398,41.29037077,2.09812994,30.4801032785326,100.000342040341,0.644531,196.001587,3224.0,1.0,345643,VLG8SJ,1014,,,,,,60.46875,169.0,0.256,2880.0,2400,3943,171.6,66.2695,"No alert, no SPI, aircraft airbone",VLG8SJ,41.29037077,2.09812994,2880.0,18.293128764139762,10.525922929719794
CAT048,20,129,04:40:20:320,41.28127968,2.25965079,1341.08520895895,4399.88599696087,7.257812,99.228516,1000.0,44.0,399100000000,AFR32SN,1014,,,,,,85.429688,225.0,0.368,1408.0,1376,3171,250.14,90.0,"No alert, no SPI, aircraft airbone",AFR32SN,41.28127968,2.25965079,1408.0,25.580984838465255,10.021003200963452
CAT048,20,129,04:40:21:227,41.29153357,2.1018239,83.8200983526185,275.000331479205,0.550781,181.104126,3224.0,2.75,345643,VLG8SJ,1014,,,,,,60.117188,169.0,0.256,2816.0,2976,3943,170.28,66.4453,"No alert, no SPI, aircraft airbone",VLG8SJ,41.29153357,2.1018239,2816.0,18.459391512103025,10.596495767590838
CAT048,20,129,04:40:24:305,41.28189219,2.2659799,1371.56229466945,4499.87643884332,7.535156,98.596802,1000.0,45.0,399100000000,AFR32SN,1014,-15.82,"85,254",256.0,"-1,219",254.0,81.210938,231.0,0.38,1472.0,1472,3171,253.66,86.38,"No alert, no SPI, aircraft airbone",AFR32SN,41.28189219,2.2659799,1472.0,25.86621301681246,10.059638170553882
CAT048,20,129,04:40:25:016,41.292756,2.10543492,137.160057585686,450.000203329424,0.503906,162.229614,3224.0,4.5,345643,VLG8SJ,1014,,,,,,62.050781,168.0,0.256,3200.0,3072,3943,168.52,66.1707,"No alert, no SPI, aircraft airbone",VLG8SJ,41.292756,2.10543492,3200.0,18.621891007552595,10.67063696451326
CAT048,20,129,04:40:28:297,41.28220776,2.27205799,1402.03940149676,4599.86695000663,7.804688,98.151855,1000.0,46.0,399100000000,AFR32SN,1014,,,,,,76.289062,235.0,0.384,1568.0,1536,3171,258.94,81.7712,"No alert, no SPI, aircraft airbone",AFR32SN,41.28220776,2.27205799,1568.0,26.14023265803911,10.080395891768164
CAT048,20,129,04:40:28:789,41.29389391,2.10900746,198.119985461235,649.999973100638,0.523438,142.410278,3224.0,6.5,345643,VLG8SJ,1014,13.184,"67,148",166.0,"0,719",172.0,68.027344,167.0,0.256,3232.0,3200,3943,165.88,67.2968,"No alert, no SPI, aircraft airbone",VLG8SJ,41.29389391,2.10900746,3232.0,18.782673403256176,10.739703631558266
CAT048,20,129,04:40:32:281,41.28345073,2.27837884,1432.51624424756,4699.85659477715,8.078125,97.333374,1000.0,47.0,399100000000,AFR32SN,1014,,,,,,70.136719,240.0,0.396,1472.0,1568,3171,265.1,75.119,"No alert, no SPI, aircraft airbone",AFR32SN,41.28345073,2.27837884,1472.0,26.42482401527939,10.156909716797747
CAT048,20,129,04:40:32:602,41.29476507,2.11274685,259.079878818244,849.999629622047,0.613281,126.370239,3224.0,8.5,345643,VLG8SJ,1014,,,,,,79.980469,162.0,0.248,3168.0,3168,3943,163.9,74.7729,"No alert, no SPI, aircraft airbone",VLG8SJ,41.29476507,2.11274685,3168.0,18.951051640990528,10.792802662296257
CAT048,20,129,04:40:36:266,41.28515189,2.28447397,1462.99307757709,4799.84620863803,8.339844,96.38855,1000.0,48.0,399100000000,AFR32SN,1014,,,,,,63.632812,244.0,0.4,1568.0,1664,3171,269.06,68.3954,"No alert, no SPI, aircraft airbone",AFR32SN,41.28515189,2.28447397,1568.0,26.69903689111267,10.260875830939042
CAT048,20,129,04:40:36:492,41.29505503,2.11663489,320.039735520259,1049.99916588429,0.757812,117.185669,3224.0,10.5,345643,VLG8SJ,1014,,,,,,88.59375,157.0,0.24,2912.0,2752,3943,163.46,86.4844,"No alert, no SPI, aircraft airbone",VLG8SJ,41.29505503,2.11663489,2912.0,19.126298797534638,10.81105743281879
