CAT,SAC,SIC,Time,LAT,LON,H(m),H(ft),RHO,THETA,Mode3/A,FL,TA,TI,BP,RA,TTA,GS,TAR,TAS,HDG,IAS,MACH,BAR,IVV,TN,GS(kt),HDG.1,STAT,callsign,lat,lon,ALT_CORR,X,Y
CAT048,20,129,05:59:43:195,41.19151127,2.05854493,1112.53143240418,3650.03762468894,6.863281,196.75415,6337.0,36.5,345644,VLG73LA,1014,,,,,,-175.957031,249.0,0.4,2688.0,2880,373,269.94,184.4604,"No alert, no SPI, aircraft airbone",VLG73LA,41.19151127,2.05854493,2688.0,16.53287167832905,4.584361497743832
CAT048,20,129,05:59:43:547,41.2729473,2.06053622,350.518461965956,1149.99499075639,2.515625,228.466187,1000.0,11.5,4406F0,EJU86XG,1014,,,,,,-153.105469,159.0,0.244,1952.0,1984,813,162.8,209.8718,"No alert, no SPI, aircraft airbone",EJU86XG,41.2729473,2.06053622,1952.0,16.602141130425874,9.472608443991472
CAT048,20,129,05:59:47:180,41.186564,2.05802631,1173.49268008769,3850.04172453888,7.15625,196.248779,6337.0,38.5,345644,VLG73LA,1014,14.766,"-175,078",272.0,1,270.0,-174.199219,249.0,0.404,2976.0,3040,373,272.58,185.4767,"No alert, no SPI, aircraft airbone",VLG73LA,41.186564,2.05802631,2976.0,16.510694049987507,4.287323428241868
CAT048,20,129,05:59:47:516,41.27007332,2.05914994,396.238493918441,1299.99510038738,2.679688,226.593018,1000.0,13.0,4406F0,EJU86XG,1014,-23.203,"-162,246",166.0,"-2,531",168.0,-162.070312,162.0,0.252,1824.0,1760,813,166.98,197.7814,"No alert, no SPI, aircraft airbone",EJU86XG,41.27007332,2.05914994,1824.0,16.540332606283236,9.299845238628587
CAT048,20,129,05:59:51:172,41.18148409,2.05721684,1234.45398623217,4050.04601618995,7.460938,195.864258,6337.0,40.5,345644,VLG73LA,1014,,,,,,-169.277344,251.0,0.408,2944.0,3072,373,274.12,189.668,"No alert, no SPI, aircraft airbone",VLG73LA,41.18148409,2.05721684,2944.0,16.47540751169491,3.9822692808004967
CAT048,20,129,05:59:51:484,41.2670189,2.05818976,426.718607578427,1399.99547648761,2.839844,224.505615,1000.0,14.0,4406F0,EJU86XG,1014,,,,,,-171.035156,165.0,0.256,1792.0,1696,813,171.16,188.7451,"No alert, no SPI, aircraft airbone",EJU86XG,41.2670189,2.05818976,1792.0,16.497787283812244,9.116333600809897
CAT048,20,129,05:59:55:164,41.17657855,2.05529026,1295.41515415907,4250.04985437124,7.769531,195.891724,6337.0,42.5,345644,VLG73LA,1014,,,,,,-163.652344,252.0,0.408,3200.0,3200,373,276.1,193.6285,"No alert, no SPI, aircraft airbone",VLG73LA,41.17657855,2.05529026,3200.0,16.38960406572852,3.68747074110931
CAT048,20,129,05:59:55:461,41.26387145,2.05774219,464.818813636899,1524.99615653248,2.992188,222.242432,1000.0,15.25,4406F0,EJU86XG,1014,,,,,,-173.671875,168.0,0.26,1760.0,1696,813,174.9,185.5756,"No alert, no SPI, aircraft airbone",EJU86XG,41.26387145,2.05774219,1760.0,16.478388511143287,8.927335717304432
CAT048,20,129,05:59:59:164,41.17182458,2.05300748,1363.99627325311,4475.05353313974,8.074219,196.045532,6337.0,44.75,345644,VLG73LA,1014,,,,,,-157.851562,252.0,0.412,3296.0,3360,373,276.54,199.2206,"No alert, no SPI, aircraft airbone",VLG73LA,41.17182458,2.05300748,3296.0,16.287656691194687,3.401704834072848
CAT048,20,129,05:59:59:430,41.26058653,2.05738714,502.919067338109,1649.99699288556,3.152344,220.045166,1000.0,16.5,4406F0,EJU86XG,1014,,,,,,-174.902344,172.0,0.268,1728.0,1632,813,180.4,183.4937,"No alert, no SPI, aircraft airbone",EJU86XG,41.26058653,2.05738714,1728.0,16.46319676094531,8.73010436820046
CAT048,20,129,06:00:03:156,41.16706108,2.0504634,1432.57739654742,4700.05722568864,8.382812,196.265259,6337.0,47.0,345644,VLG73LA,1014,4.395,"-155,742",276.0,"0,312",276.0,-155.039062,251.0,0.412,3552.0,3584,373,276.76,204.3402,"No alert, no SPI, aircraft airbone",VLG73LA,41.16706108,2.0504634,3552.0,16.173890241127083,3.115321074058305
CAT048,20,129,06:00:03:266,41.28906934,2.09468026,8.16630199551582e-05,0.0002679233023896,0.773438,205.565186,5371.0,0.0,400B82,BAW47C,1014,,,,,,-113.90625,111.0,0.168,-64.0,32,307,108.68,245.5554,"No alert, no SPI, aircraft airbone",BAW47C,41.28906934,2.09468026,-64.0,18.13791534795915,10.447087374812272
CAT048,20,129,06:00:03:398,41.25726769,2.05722792,533.399374711327,1749.99800452791,3.3125,217.919312,1000.0,17.5,4406F0,EJU86XG,1014,-1.934,"-177,188",184.0,"-0,188",184.0,-175.78125,175.0,0.272,1632.0,1568,813,185.24,182.785,"No alert, no SPI, aircraft airbone",EJU86XG,41.25726769,2.05722792,1632.0,16.456847977057713,8.530874214595737
CAT048,20,129,06:00:07:156,41.16242479,2.04736174,1501.15842775255,4925.06061610769,8.691406,196.644287,6337.0,49.25,345644,VLG73LA,1014,,,,,,-154.335938,250.0,0.412,3616.0,3584,373,276.54,206.1914,"No alert, no SPI, aircraft airbone",VLG73LA,41.16242479,2.04736174,3616.0,16.034880752362415,2.836473176869162
CAT048,20,129,06:00:07:320,41.288206,2.09190891,3.73246148228645e-05,0.0001224560892954,0.878906,211.49231,5371.0,0.0,400B82,BAW47C,1014,,,,,,-113.554688,124.0,0.188,0.0,0,307,125.4,245.4785,"No alert, no SPI, aircraft airbone",BAW47C,41.288206,2.09190891,0.0,18.01316770913581,10.394692936132966
CAT048,20,129,06:00:07:367,41.25375357,2.05699078,563.879719799384,1849.99913990661,3.488281,215.925293,1000.0,18.5,4406F0,EJU86XG,1014,,,,,,-176.660156,179.0,0.28,1568.0,1536,813,188.32,182.4335,"No alert, no SPI, aircraft airbone",EJU86XG,41.25375357,2.05699078,1568.0,16.447031517808334,8.319908460940574
CAT048,20,129,06:00:11:156,41.15787021,2.04425941,1577.3594553126,5175.0639953678,8.996094,197.006836,6337.0,51.75,345644,VLG73LA,1014,,,,,,-153.984375,248.0,0.412,3360.0,3392,373,276.98,206.8396,"No alert, no SPI, aircraft airbone",VLG73LA,41.15787021,2.04425941,3360.0,15.895801297820656,2.5625344384634627
CAT048,20,129,06:00:11:344,41.25027188,2.05684023,594.360101281665,1950.00039468894,3.664062,214.090576,1000.0,19.5,4406F0,EJU86XG,1014,,,,,,-177.539062,183.0,0.288,1504.0,1440,813,193.16,181.7798,"No alert, no SPI, aircraft airbone",EJU86XG,41.25027188,2.05684023,1504.0,16.44111318697139,8.110905589396854
CAT048,20,129,06:00:11:375,41.28711548,2.08880087,-3.23299318552017e-05,-0.0001060693336278,1.011719,216.35376,5371.0,-0.25,400B82,BAW47C,1014,-0.176,"-114,609",140.0,"-0,062",140.0,-114.257812,137.0,0.208,-384.0,64,307,140.58,245.6213,"No alert, no SPI, aircraft airbone",BAW47C,41.28711548,2.08880087,-384.0,17.873294043268793,10.328597693889153
CAT048,20,129,06:00:15:156,41.15338131,2.04113727,1638.32047884911,5375.06735982732,9.296875,197.358398,6337.0,53.75,345644,VLG73LA,1014,,,,,,-153.808594,248.0,0.412,3200.0,3072,373,277.42,207.0264,"No alert, no SPI, aircraft airbone",VLG73LA,41.15338131,2.04113727,3200.0,15.755791261029142,2.292539264192471
CAT048,20,129,06:00:15:320,41.24662379,2.05669261,624.840533101,2050.00181461908,3.851562,212.34375,1000.0,20.5,4406F0,EJU86XG,1014,,,,,,-178.066406,187.0,0.292,1472.0,1344,813,199.1,181.4392,"No alert, no SPI, aircraft airbone",EJU86XG,41.24662379,2.05669261,1472.0,16.43536812927389,7.891915807892288
CAT048,20,129,06:00:15:414,41.28596737,2.08543908,-0.0001364648342132,-0.0004477192866802,1.160156,220.391235,5371.0,0.0,400B82,BAW47C,1014,,,,,,-111.445312,148.0,0.224,1088.0,832,307,153.12,245.2753,"No alert, no SPI, aircraft airbone",BAW47C,41.28596737,2.08543908,1088.0,17.721986854296123,10.258999129807643
CAT048,20,129,06:00:19:156,41.14870596,2.03795822,1699.28158017807,5575.07097951141,9.609375,197.682495,6337.0,55.75,345644,VLG73LA,1014,0.0,"-152,93",278.0,"0,094",278.0,-153.808594,249.0,0.416,3136.0,2944,373,278.96,207.1143,"No alert, no SPI, aircraft airbone",VLG73LA,41.14870596,2.03795822,3136.0,15.613234139732226,2.011348026605038
CAT048,20,129,06:00:19:297,41.24286116,2.0566014,655.321019407362,2150.00341331245,4.046875,210.679321,1000.0,21.5,4406F0,EJU86XG,1014,-1.23,"-179,121",204.0,"-0,125",204.0,-178.242188,192.0,0.304,1344.0,1312,813,204.16,180.8405,"No alert, no SPI, aircraft airbone",EJU86XG,41.24286116,2.0566014,1344.0,16.432196899715688,7.666061902561111
CAT048,20,129,06:00:19:445,41.28475624,2.08192931,30.4797243885696,99.9990989629947,1.320312,223.599243,5371.0,1.0,400B82,BAW47C,1014,,,,,,-111.445312,154.0,0.232,1696.0,1888,307,156.64,245.0665,"No alert, no SPI, aircraft airbone",BAW47C,41.28475624,2.08192931,1696.0,17.56401704965294,10.185594010254988
CAT048,20,129,06:00:23:156,41.144096,2.03481394,1760.24268757831,5775.07461911443,9.917969,197.984619,6337.0,57.75,345644,VLG73LA,1014,,,,,,-153.808594,249.0,0.416,2976.0,2944,373,281.16,207.1088,"No alert, no SPI, aircraft airbone",VLG73LA,41.144096,2.03481394,2976.0,15.472212628438681,1.7340929547296333
CAT048,20,129,06:00:23:273,41.2389943,2.05652674,678.181556678377,2225.00517841269,4.25,209.119263,1000.0,22.25,4406F0,EJU86XG,1014,,,,,,-178.066406,199.0,0.312,1536.0,1312,813,210.1,180.5438,"No alert, no SPI, aircraft airbone",EJU86XG,41.2389943,2.05652674,1536.0,16.42979829271857,7.433955157204883
CAT048,20,129,06:00:23:469,41.283593,2.07822879,76.1995389647782,249.998495417203,1.488281,226.417236,5371.0,2.5,400B82,BAW47C,1014,,,,,,-111.445312,153.0,0.232,2016.0,2368,307,156.64,244.248,"No alert, no SPI, aircraft airbone",BAW47C,41.283593,2.07822879,2016.0,17.3974252221178,10.115031515988356
CAT048,20,129,06:00:27:148,41.13941938,2.03167928,1821.20384552889,5975.07842456499,10.230469,198.259277,6337.0,59.75,345644,VLG73LA,1014,,,,,,-153.808594,250.0,0.42,3040.0,2976,373,282.04,207.0154,"No alert, no SPI, aircraft airbone",VLG73LA,41.13941938,2.03167928,3040.0,15.331621509376587,1.4528436900501809
CAT048,20,129,06:00:27:258,41.23509512,2.05651593,716.28214276582,2350.00710527181,4.457031,207.658081,1000.0,23.5,4406F0,EJU86XG,1014,,,,,,-178.417969,202.0,0.32,1760.0,1824,813,215.16,180.2637,"No alert, no SPI, aircraft airbone",EJU86XG,41.23509512,2.05651593,1760.0,16.430289323986816,7.199920607133961
CAT048,20,129,06:00:27:484,41.28227033,2.07481043,121.91934670601,399.997869446947,1.65625,228.120117,5371.0,4.0,400B82,BAW47C,1014,-1.582,"-115,312",156.0,"-0,094",154.0,-112.851562,150.0,0.228,2528.0,2464,307,155.32,244.4238,"No alert, no SPI, aircraft airbone",BAW47C,41.28227033,2.07481043,2528.0,17.243595975598435,10.034962881188697
CAT048,20,129,06:00:31:234,41.2310861,2.05654016,754.382787645794,2475.00922501983,4.671875,206.273804,1000.0,24.75,4406F0,EJU86XG,"1013,3",,,,,,-178.417969,204.0,0.32,2240.0,2368,813,219.12,180.2582,"No alert, no SPI, aircraft airbone",EJU86XG,41.2310861,2.05654016,2240.0,16.432389510460695,6.959299988011143
CAT048,20,129,06:00:31:492,41.28101859,2.07147207,175.25912906602,574.997161004962,1.820312,229.537354,5371.0,5.75,400B82,BAW47C,1014,,,,,,-114.433594,147.0,0.224,2464.0,2496,307,155.76,244.0887,"No alert, no SPI, aircraft airbone",BAW47C,41.28101859,2.07147207,2464.0,17.093350311465628,9.959173306672195
CAT048,20,129,06:00:35:211,41.22694668,2.05648684,807.723483512178,2650.01151364609,4.898438,205.010376,1000.0,26.5,4406F0,EJU86XG,"1013,3",-0.176,"-179,824",222.0,0,220.0,-178.59375,205.0,0.324,2560.0,2688,813,222.2,180.2527,"No alert, no SPI, aircraft airbone",EJU86XG,41.22694668,2.05648684,2560.0,16.43102176344298,6.710838012712729
CAT048,20,129,06:00:35:500,41.27967607,2.0680364,220.978878606111,724.996344086073,1.992188,230.679932,5371.0,7.25,400B82,BAW47C,1014,,,,,,-121.464844,149.0,0.228,2496.0,2496,307,155.1,240.6171,"No alert, no SPI, aircraft airbone",BAW47C,41.27967607,2.0680364,2496.0,16.938733163370507,9.877921847191812
CAT048,20,129,06:00:39:195,41.2228295,2.05648621,861.064222900197,2825.01394505988,5.125,203.840332,1000.0,28.25,4406F0,EJU86XG,"1013,3",,,,,,-178.59375,208.0,0.332,2784.0,2848,813,224.18,180.2527,"No alert, no SPI, aircraft airbone",EJU86XG,41.2228295,2.05648621,2784.0,16.432026771949108,6.463720868107554
CAT048,20,129,06:00:39:492,41.27788847,2.06499381,274.318664185703,899.995646207021,2.167969,230.795288,5371.0,9.0,400B82,BAW47C,1014,,,,,,-134.824219,151.0,0.232,2560.0,2592,307,155.1,226.8292,"No alert, no SPI, aircraft airbone",BAW47C,41.27788847,2.06499381,2560.0,16.801954530247116,9.770038237975017
CAT048,20,129,06:00:43:180,41.21867466,2.05651424,922.02501370851,3025.01654597543,5.355469,202.747192,1000.0,30.25,4406F0,EJU86XG,"1013,3",,,,,,-178.769531,209.0,0.332,3040.0,3104,813,226.16,180.2527,"No alert, no SPI, aircraft airbone",EJU86XG,41.21867466,2.05651424,3040.0,16.43433512148904,6.2143487624702445
CAT048,20,129,06:00:43:477,41.27566878,2.0626549,327.658535723574,1074.99523034333,2.335938,229.905396,5371.0,10.75,400B82,BAW47C,1014,-30.938,"-143,789",154.0,"-3,938",156.0,-150.46875,151.0,0.232,2624.0,2656,307,153.78,212.2394,"No alert, no SPI, aircraft airbone",BAW47C,41.27566878,2.0626549,2624.0,16.6970204275874,9.636359884066103
CAT048,20,129,06:00:47:156,41.21448908,2.0565185,982.985848890617,3225.01929247429,5.589844,201.747437,1000.0,32.25,4406F0,EJU86XG,"1013,3",,,,,,-178.945312,209.0,0.336,3072.0,3136,813,227.26,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.21448908,2.0565185,3072.0,16.435578073844773,5.96312714161609
CAT048,20,129,06:00:47:453,41.2730339,2.06116573,380.998529915698,1249.99521688862,2.492188,228.120117,5371.0,12.5,400B82,BAW47C,1014,,,,,,-164.179688,148.0,0.228,2720.0,2752,307,152.9,200.6873,"No alert, no SPI, aircraft airbone",BAW47C,41.2730339,2.06116573,2720.0,16.630516501047392,9.477926502510027
CAT048,20,129,06:00:51:148,41.21026823,2.05650018,1043.9467305094,3425.02219132446,5.828125,200.830078,1000.0,34.25,4406F0,EJU86XG,"1013,3",-0.176,"-179,824",228.0,0,228.0,-178.945312,211.0,0.34,3168.0,3232,813,228.14,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.21026823,2.05650018,3168.0,16.435810292177493,5.709784334645682
CAT048,20,129,06:00:55:133,41.20595213,2.05643745,1112.52767030336,3650.02528183807,6.074219,199.984131,1000.0,36.5,4406F0,EJU86XG,"1013,3",,,,,,-179.648438,212.0,0.34,3392.0,3488,813,229.24,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.20595213,2.05643745,3392.0,16.434060861328554,5.450716165187634
CAT048,20,129,06:00:55:406,41.26771306,2.05945401,495.298708072864,1624.99581339377,2.773438,224.263916,5371.0,16.25,400B82,BAW47C,1014,,,,,,-164.707031,144.0,0.224,2784.0,2656,307,148.94,193.1946,"No alert, no SPI, aircraft airbone",BAW47C,41.26771306,2.05945401,2784.0,16.554647444281688,9.158237927965368
CAT048,20,129,06:00:59:125,41.20177947,2.05644019,1181.10862938222,3875.02843562235,6.3125,199.204102,1000.0,38.75,4406F0,EJU86XG,"1013,3",,,,,,0.0,211.0,0.34,3456.0,3584,813,229.24,180.4999,"No alert, no SPI, aircraft airbone",EJU86XG,41.20177947,2.05644019,3456.0,16.43523161156776,5.200269772427441
CAT048,20,129,06:00:59:383,41.26500686,2.05866694,548.638831490651,1799.99622390779,2.917969,222.533569,5371.0,18.0,400B82,BAW47C,1014,-4.395,"-168,223",148.0,"-0,562",150.0,-167.34375,142.0,0.22,2560.0,2464,307,148.06,191.684,"No alert, no SPI, aircraft airbone",BAW47C,41.26500686,2.05866694,2560.0,16.519823253821013,8.99565951814186
CAT048,20,129,06:01:03:109,41.19756461,2.05641405,1249.68963665888,4100.03174753591,6.554688,198.484497,1000.0,41.0,4406F0,EJU86XG,"1013,3",,,,,,179.472656,211.0,0.344,3616.0,3584,813,229.24,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.19756461,2.05641405,3616.0,16.43510863462933,4.947285058114193
CAT048,20,129,06:01:03:352,41.26233565,2.05802844,594.358985919505,1949.99673536415,3.058594,220.896606,5371.0,19.5,400B82,BAW47C,1014,,,,,,-168.75,139.0,0.216,2432.0,2240,307,146.3,190.2338,"No alert, no SPI, aircraft airbone",BAW47C,41.26233565,2.05802844,2432.0,16.49169041411889,8.83520972559302
CAT048,20,129,06:01:07:094,41.19330551,2.05638874,1325.89069780614,4350.0352369903,6.800781,197.808838,1000.0,43.5,4406F0,EJU86XG,"1013,3",-0.527,"-179,648",228.0,"-0,062",232.0,179.121094,211.0,0.344,3584.0,3584,813,229.24,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.19330551,2.05638874,3584.0,16.435034046471884,4.691645188282329
CAT048,20,129,06:01:07:336,41.25969025,2.0574286,640.079158490524,2099.99730634205,3.199219,219.396973,5371.0,21.0,400B82,BAW47C,1014,,,,,,-168.574219,136.0,0.212,2112.0,1856,307,144.98,189.5251,"No alert, no SPI, aircraft airbone",BAW47C,41.25969025,2.0574286,2112.0,16.465293024640903,8.676316607833582
CAT048,20,129,06:01:11:086,41.18912177,2.05640274,1402.09178748354,4600.03882004751,7.042969,197.177124,1000.0,46.0,4406F0,EJU86XG,"1013,3",,,,,,178.769531,211.0,0.348,3584.0,3616,813,229.24,180.2472,"No alert, no SPI, aircraft airbone",EJU86XG,41.18912177,2.05640274,3584.0,16.436715920716246,4.4405359278739045
CAT048,20,129,06:01:11:313,41.25709865,2.05692,670.55935277883,2199.9979469709,3.335938,218.001709,5371.0,22.0,400B82,BAW47C,1014,,,,,,-168.925781,137.0,0.216,1632.0,1408,307,145.86,189.0747,"No alert, no SPI, aircraft airbone",BAW47C,41.25709865,2.05692,1632.0,16.442996770123184,8.520670051949894
CAT048,20,129,06:01:15:070,41.18494878,2.05639869,1470.67291377392,4825.04252242602,7.285156,196.594849,1000.0,48.25,4406F0,EJU86XG,"1013,3",,,,,,178.59375,210.0,0.348,3616.0,3584,813,228.14,180.0,"No alert, no SPI, aircraft airbone",EJU86XG,41.18494878,2.05639869,3616.0,16.437579798275888,4.1900684962908485
CAT048,20,129,06:01:15:297,41.25436352,2.05629805,701.039563246071,2299.99864068024,3.484375,216.699829,5371.0,23.0,400B82,BAW47C,1014,1.055,"-170,859",148.0,"0,156",148.0,-168.046875,138.0,0.216,1376.0,1312,307,148.06,189.3329,"No alert, no SPI, aircraft airbone",BAW47C,41.25436352,2.05629805,1376.0,16.41562000200837,8.356387437090198
CAT048,20,129,06:01:19:055,41.18065874,2.05636331,1539.25411109254,5050.04645783684,7.535156,196.045532,1000.0,50.5,4406F0,EJU86XG,"1013,3",,,,,,178.59375,209.0,0.344,3456.0,3456,813,229.24,179.7473,"No alert, no SPI, aircraft airbone",EJU86XG,41.18065874,2.05636331,3456.0,16.437057668579328,3.9325697136348556
CAT048,20,129,06:01:19:273,41.25159247,2.05565594,731.519791871309,2399.99939396307,3.636719,215.496826,5371.0,24.0,400B82,BAW47C,1014,,,,,,-166.992188,139.0,0.22,1376.0,1312,307,150.26,189.9591,"No alert, no SPI, aircraft airbone",BAW47C,41.25159247,2.05565594,1376.0,16.387340145296776,8.189945278529917
CAT048,20,129,06:01:23:047,41.17637875,2.05637243,1615.45535533968,5300.05054801265,7.785156,195.518188,1000.0,53.0,4406F0,EJU86XG,"1013,3",-0.527,"179,824",230.0,"-0,062",230.0,178.417969,208.0,0.348,3392.0,3296,813,229.24,179.7473,"No alert, no SPI, aircraft airbone",EJU86XG,41.17637875,2.05637243,3392.0,16.438543136081172,3.675682552274779
CAT048,20,129,06:01:23:258,41.24884353,2.05501151,754.380034523085,2475.00019246472,3.789062,214.403687,5371.0,24.75,400B82,BAW47C,1014,,,,,,-166.464844,140.0,0.22,1312.0,1248,307,152.68,190.5688,"No alert, no SPI, aircraft airbone",BAW47C,41.24884353,2.05501151,1312.0,16.358947591050427,8.024829967152645
CAT048,20,129,06:01:27:039,41.17215759,2.05640145,1676.41662812047,5500.05473020275,8.03125,195.023804,1000.0,55.0,4406F0,EJU86XG,"1013,3",,,,,,178.417969,208.0,0.348,3168.0,3072,813,230.12,179.7473,"No alert, no SPI, aircraft airbone",EJU86XG,41.17215759,2.05640145,3168.0,16.440912935242242,3.4223301876879093
CAT048,20,129,06:01:27:242,41.24606534,2.05433644,784.860293556005,2575.00104551028,3.945312,213.398438,5371.0,25.75,400B82,BAW47C,1014,,,,,,-166.464844,142.0,0.224,1344.0,1344,307,154.0,191.2335,"No alert, no SPI, aircraft airbone",BAW47C,41.24606534,2.05433644,1344.0,16.329177125885735,7.857953513405171
CAT048,20,129,06:01:29:820,41.3286899,2.5960539,1477.93495312519,4848.86811161126,22.414062,85.539551,1000.0,48.5,896169,UAE81W,1014,0.176,"-75,41",274.0,NV,274.0,-75.761719,249.0,0.412,-1152.0,-1152,3649,276.76,284.2218,"No alert, no SPI, aircraft airbone",UAE81W,41.3286899,2.5960539,-1152.0,40.724592704102506,12.994841137921775
CAT048,20,129,06:01:31:031,41.16788097,2.05641761,1737.37795951683,5700.0591047012,8.28125,194.556885,1000.0,57.0,4406F0,EJU86XG,"1013,3",,,,,,178.59375,209.0,0.352,2688.0,2432,813,234.08,179.7528,"No alert, no SPI, aircraft airbone",EJU86XG,41.16788097,2.05641761,2688.0,16.442715718942008,3.165646645316399
CAT048,20,129,06:01:31:227,41.24326163,2.05359883,815.340564489365,2675.00193759929,4.105469,212.492065,5371.0,26.75,400B82,BAW47C,1014,-0.176,"-168,75",156.0,0,154.0,-166.464844,143.0,0.228,1504.0,1568,307,155.1,191.1621,"No alert, no SPI, aircraft airbone",BAW47C,41.24326163,2.05359883,1504.0,16.296587930480428,7.689533853126346
CAT048,20,129,06:01:33:813,41.32996903,2.5896088,1455.0840144949,4773.89783811546,22.128906,85.286865,1000.0,47.75,896169,UAE81W,1014,,,,,,-75.761719,251.0,0.412,-1248.0,-1152,3649,276.1,284.2328,"No alert, no SPI, aircraft airbone",UAE81W,41.32996903,2.5896088,-1248.0,40.433312452571386,13.068606571610365
CAT048,20,129,06:01:35:023,41.1634607,2.05644114,1783.09938267991,5850.06377867155,8.539062,194.100952,1000.0,58.5,4406F0,EJU86XG,"1013,3",,,,,,179.296875,213.0,0.356,2208.0,2080,813,238.26,180.0,"No alert, no SPI, aircraft airbone",EJU86XG,41.1634607,2.05644114,2208.0,16.444887601637486,2.900342501039139
CAT048,20,129,06:01:35:211,41.2404034,2.05285298,845.820859174244,2775.00290761323,4.269531,211.635132,5371.0,27.75,400B82,BAW47C,1014,,,,,,-166.464844,143.0,0.228,1696.0,1760,307,155.98,191.0907,"No alert, no SPI, aircraft airbone",BAW47C,41.2404034,2.05285298,1696.0,16.26363751894541,7.517840597065331
CAT048,20,129,06:01:37:805,41.33124026,2.58315444,1432.23297360539,4698.92722912352,21.84375,85.028687,1000.0,47.0,896169,UAE81W,1014,,,,,,-75.761719,251.0,0.412,-1184.0,-1184,3649,275.66,284.2493,"No alert, no SPI, aircraft airbone",UAE81W,41.33124026,2.58315444,-1184.0,40.141631011720946,13.141915149677658
CAT048,20,129,06:01:39:008,41.15905568,2.05642916,1828.82084304839,6000.06857470689,8.796875,193.683472,1000.0,60.0,4406F0,EJU86XG,"1013,3",1.406,"-179,473",242.0,"0,125",242.0,179.648438,217.0,0.364,2272.0,2176,813,243.1,180.4669,"No alert, no SPI, aircraft airbone",EJU86XG,41.15905568,2.05642916,2272.0,16.44545109715699,2.6359469786056953
CAT048,20,129,06:01:39:203,41.23762173,2.05216311,883.921168187633,2900.00392543671,4.429688,210.844116,5371.0,29.0,400B82,BAW47C,1014,,,,,,-166.640625,143.0,0.228,1792.0,1792,307,155.98,191.0907,"No alert, no SPI, aircraft airbone",BAW47C,41.23762173,2.05216311,1792.0,16.23319179779106,7.350753280689173
CAT048,20,129,06:01:41:797,41.33252553,2.57651793,1401.76206425205,4598.95705088069,21.550781,84.759521,1000.0,46.0,896169,UAE81W,1014,,,,,,-75.761719,251.0,0.412,-1248.0,-1184,3649,275.44,284.2657,"No alert, no SPI, aircraft airbone",UAE81W,41.33252553,2.57651793,-1248.0,39.84174301001754,13.216004569646879
CAT048,20,129,06:01:43:125,41.28953558,2.09540026,8.34614038467407e-05,0.0002738235121965,0.734375,204.213867,1057.0,0.0,34744D,VLG5RP,1014,,,,,,-114.609375,111.0,0.168,128.0,64,1411,104.28,245.6433,"No alert, no SPI, aircraft airbone",VLG5RP,41.28953558,2.09540026,128.0,18.170257123873974,10.475221834765707
CAT048,20,129,06:01:43:188,41.23479454,2.05143891,922.02149640955,3025.00500628031,4.59375,210.108032,5371.0,30.25,400B82,BAW47C,1014,,,,,,-166.816406,142.0,0.224,1792.0,1760,307,155.98,191.0907,"No alert, no SPI, aircraft airbone",BAW47C,41.23479454,2.05143891,1792.0,16.201205138584335,7.180927670565115
CAT048,20,129,06:01:45:789,41.33387122,2.56994629,1378.91095250379,4523.98620941254,21.261719,84.473877,1000.0,45.25,896169,UAE81W,1014,0.0,"-75,41",276.0,NV,276.0,-75.9375,251.0,0.412,-1184.0,-1184,3649,275.44,284.3646,"No alert, no SPI, aircraft airbone",UAE81W,41.33387122,2.56994629,-1184.0,39.544753633338715,13.2937727949748
CAT048,20,129,06:01:47:188,41.28858904,2.09257013,7.62004462629557,25.0001472117355,0.84375,210.574951,1057.0,0.25,34744D,VLG5RP,1014,-0.352,"-114,434",120.0,"2,156",130.0,-114.785156,128.0,0.192,160.0,64,1411,120.78,245.5554,"No alert, no SPI, aircraft airbone",VLG5RP,41.28858904,2.09257013,160.0,18.042882831972587,10.417820422880128
CAT048,20,129,06:01:47:172,41.23192068,2.05065971,952.501841722988,3125.00614239845,4.761719,209.432373,5371.0,31.25,400B82,BAW47C,1014,0.0,"-168,75",156.0,0,152.0,-166.992188,141.0,0.224,1696.0,1664,307,155.98,191.0907,"No alert, no SPI, aircraft airbone",BAW47C,41.23192068,2.05065971,1696.0,16.166744540015973,7.0082909413119046
CAT048,20,129,06:01:49:773,41.33527426,2.56344175,1356.05963934865,4449.01470716062,20.976562,84.171753,1000.0,44.5,896169,UAE81W,1014,,,,,,-75.9375,250.0,0.408,-1152.0,-1216,3649,275.66,284.5184,"No alert, no SPI, aircraft airbone",UAE81W,41.33527426,2.56344175,-1152.0,39.25076586955707,13.37503590956767
CAT048,20,129,06:01:51:164,41.22911169,2.04993252,982.982201658189,3225.00732648825,4.925781,208.800659,5371.0,32.25,400B82,BAW47C,1014,,,,,,-166.992188,142.0,0.228,1632.0,1632,307,157.08,191.3763,"No alert, no SPI, aircraft airbone",BAW47C,41.22911169,2.04993252,1632.0,16.13461260460763,6.839557731772553
