Time,time_seconds,callsign_preceding,callsign_following,X_preceding,Y_preceding,lat_preceding,lon_preceding,X_following,Y_following,lat_following,lon_following,id_preceding,id_following,distance_nm,distance_to_threshold_preceding,distance_to_threshold_following,both_beyond_threshold,runway_preceding,runway_following,sid_preceding,sid_following,Time_preceding,Time_following
04:04:27:086,14667.086,RYR1FB,VLG6152,27.88762600270628,11.048822544590832,41.29814138,2.31095044,19.08820920668675,10.837574634443628,41.29549991,2.11579312,545,546,8.801952148791324,10.712668540468995,2.0298011286151247,True,LEBL-06R,LEBL-06R,-,-,,
04:04:31:078,14671.078,RYR1FB,VLG6152,28.1520133184978,11.195199558488662,41.30054856,2.31683664,19.26244797333448,10.8538492621502,41.29575686,2.11965864,545,546,8.896116683741226,10.990359214313077,2.1970005128836245,True,LEBL-06R,LEBL-06R,-,-,,
04:04:35:063,14675.063,RYR1FB,VLG6152,28.418156292921743,11.34115538331978,41.30294821,2.32276214,19.452549780563967,10.845523659353718,41.29560252,2.12387325,545,546,8.979295681746635,11.271006460338642,2.3716866841233646,True,LEBL-06R,LEBL-06R,-,-,,
04:04:39:047,14679.047,RYR1FB,VLG6152,28.689843760746808,11.486256518176113,41.30533264,2.3288109,19.64027855420517,10.835329881603409,41.2954171,2.12803501,545,546,9.07294527227233,11.558204765896205,2.54576825918736,True,LEBL-06R,LEBL-06R,-,-,,
04:04:43:031,14683.031,RYR1FB,VLG6152,28.9633376659992,11.630903879314896,41.30770897,2.33490009,19.833281017540436,10.821932331886073,41.29517771,2.13231333,545,546,9.165826169452238,11.848177595573164,2.725827281364222,True,LEBL-06R,LEBL-06R,-,-,,
04:04:47:016,14687.016,RYR1FB,VLG6152,29.227891670587404,11.771862258884337,41.31002463,2.34079083,20.03712796452657,10.80410276840172,41.2948634,2.13683159,545,546,9.241574321081028,12.129733367130179,2.916898530568061,True,LEBL-06R,LEBL-06R,-,-,,
04:04:51:008,14691.008,RYR1FB,VLG6152,29.502500805233847,11.911500222566676,41.31231673,2.34690479,20.23600877029273,10.784321230726324,41.29451682,2.14123946,545,546,9.334795504630693,12.421882398420712,3.1044049444342856,True,LEBL-06R,LEBL-06R,-,-,,
04:04:54:992,14694.992,RYR1FB,VLG6152,29.7761542754502,12.050841289270307,41.31460368,2.35299793,20.44155417310879,10.75937693132395,41.29408348,2.14579447,545,546,9.423515228325257,12.713792541401096,3.2987314704474513,True,LEBL-06R,LEBL-06R,-,-,,
04:04:58:984,14698.984,RYR1FB,VLG6152,30.048243318146685,12.190455625149427,41.31689506,2.35905684,20.661973306685105,10.72969288843598,41.29356969,2.15067868,545,546,9.499257471036014,13.0049040332323,3.50815762624104,True,LEBL-06R,LEBL-06R,-,-,,
04:05:02:977,14702.977,RYR1FB,VLG6152,30.323098504621186,12.330342192427718,41.3191903,2.36517758,20.661973306685105,10.72969288843598,41.29356969,2.15067868,545,546,9.792824836816225,13.29944741407452,3.50815762624104,True,LEBL-06R,LEBL-06R,-,-,,
04:05:39:102,14739.102,VLG6152,VLG9YD,22.98091658413964,10.341413815280372,41.2868859,2.20204895,17.56003240732852,10.200258201899816,41.28500085,2.08184242,546,547,5.422721656658212,5.76612279817619,0.37451646026740093,False,LEBL-06R,LEBL-06R,-,-,,
04:05:43:094,14743.094,VLG6152,VLG9YD,23.214520781945712,10.305379960263886,41.28626265,2.20722367,17.69221736777747,10.25884495371539,41.28596704,2.08477902,546,547,5.522499479852279,5.997696063591258,0.5190465244896626,True,LEBL-06R,LEBL-06R,-,-,,
04:05:47:086,14747.086,VLG6152,VLG9YD,23.45182259747053,10.270238603898234,41.28565367,2.21248039,17.84083149673111,10.328569368637302,41.28711747,2.0880811,546,547,5.611294290151965,6.233357761677611,0.6832036079865358,True,LEBL-06R,LEBL-06R,-,-,,
04:05:51:078,14751.078,VLG6152,VLG9YD,23.681922889844863,10.237009224268544,41.28507703,2.2175776,18.010621279928838,10.405311184710458,41.2883831,2.09185353,546,547,5.673798330970593,6.462190908128279,0.869512443547054,True,LEBL-06R,LEBL-06R,-,-,,
04:05:55:070,14755.07,VLG6152,VLG9YD,23.91648064533568,10.204183011800788,41.28450643,2.2227736,18.179029369199696,10.48011347880906,41.2896164,2.09559527,546,547,5.744082587207277,6.695742108098277,1.0537583647667605,True,LEBL-06R,LEBL-06R,-,-,,
04:05:59:063,14759.063,VLG6152,VLG9YD,24.15123257319252,10.172580242854837,41.28395596,2.22797398,18.346141288987543,10.555781312833355,41.2908641,2.0993085,546,547,5.81772531819656,6.929734718717535,1.2371975847861019,True,LEBL-06R,LEBL-06R,-,-,,
04:06:03:063,14763.063,VLG6152,VLG9YD,24.39838098964457,10.139024167654512,41.28337143,2.23344884,18.507865409004594,10.633524470738267,41.29214668,2.10290262,546,547,5.911235433943755,7.176283671193411,1.4166182309310473,True,LEBL-06R,LEBL-06R,-,-,,
04:06:07:055,14767.055,VLG6152,VLG9YD,24.6465930918018,10.107241175006266,41.28281607,2.23894743,18.670113387983907,10.703906699710132,41.29330647,2.10650772,546,547,6.006190090108484,7.424104315854298,1.5934247505529189,True,LEBL-06R,LEBL-06R,-,-,,
04:06:11:047,14771.047,VLG6152,VLG9YD,24.90257960114013,10.074992576701542,41.28225187,2.24461822,18.84303562348673,10.755929693931472,41.29415942,2.11034769,546,547,6.097683869694868,7.679853951427992,1.7724293364860106,True,LEBL-06R,LEBL-06R,-,-,,
04:06:15:039,14775.039,VLG6152,VLG9YD,25.16175206129504,10.04307337971046,41.28169254,2.25035959,19.02440667581524,10.786744994618562,41.29465823,2.11437283,546,547,6.182237123524965,7.938936094117969,1.9512458357197195,True,LEBL-06R,LEBL-06R,-,-,,
04:06:19:031,14779.031,VLG6152,VLG9YD,25.43165555428217,10.008891489570813,41.28109407,2.25633844,19.219653494219788,10.7936829342827,41.29475796,2.11870313,546,547,6.261379017909094,8.208886725863197,2.1352839622482613,True,LEBL-06R,LEBL-06R,-,-,,
04:06:23:031,14783.031,VLG6152,VLG9YD,25.704824506788,9.972832362377446,41.28046366,2.2623893,19.423087011832724,10.786589269080253,41.29462308,2.12321344,546,547,6.334226571471335,8.482251591938333,2.3243469732589186,True,LEBL-06R,LEBL-06R,-,-,,
