tick_time_s,callsign_preceding,callsign_following,X_pre,Y_pre,X_fol,Y_fol,distance_nm,thr_distance_nm,ATCZone,min_required_nm,is_below_minima,margin_nm
14744.0,VLG9YD,VLG6152,17.69221736777747,10.25884495371539,23.45182259747053,10.270238603898234,5.759616499140559,,TMA,3.0,False,2.7596164991405594
14748.0,VLG9YD,VLG6152,17.84083149673111,10.328569368637302,23.681922889844863,10.237009224268544,5.841808959795279,,TMA,3.0,False,2.841808959795279
14752.0,VLG9YD,VLG6152,18.010621279928838,10.405311184710458,23.91648064533568,10.204183011800788,5.909283153302244,,TMA,3.0,False,2.909283153302244
14756.0,VLG9YD,VLG6152,18.179029369199696,10.48011347880906,24.15123257319252,10.172580242854837,5.980116035747017,,TMA,3.0,False,2.9801160357470167
14760.0,VLG9YD,VLG6152,18.346141288987543,10.555781312833355,24.39838098964457,10.139024167654512,6.066571677007259,,TMA,3.0,False,3.066571677007259
14760.0,VLG6152,VLG9YD,24.39838098964457,10.139024167654512,18.507865409004594,10.633524470738267,5.911235433943755,,TMA,3.0,False,2.911235433943755
14764.0,VLG6152,VLG9YD,24.6465930918018,10.107241175006266,18.670113387983907,10.703906699710132,6.006190090108484,,TMA,3.0,False,3.0061900901084844
14768.0,VLG6152,VLG9YD,24.90257960114013,10.074992576701542,18.84303562348673,10.755929693931472,6.097683869694867,,TMA,3.0,False,3.097683869694867
14772.0,VLG6152,VLG9YD,25.16175206129504,10.04307337971046,19.02440667581524,10.786744994618562,6.182237123524964,,TMA,3.0,False,3.1822371235249642
14776.0,VLG6152,VLG9YD,25.43165555428217,10.008891489570813,19.219653494219788,10.7936829342827,6.261379017909094,,TMA,3.0,False,3.2613790179090936
14780.0,VLG6152,VLG9YD,25.704824506788,9.972832362377446,19.423087011832724,10.786589269080253,6.334226571471335,,TMA,3.0,False,3.3342265714713353
14784.0,VLG6152,VLG9YD,25.977828876098474,9.938184851427364,19.63589691781723,10.771669729865735,6.396467619401696,,TMA,3.0,False,3.3964676194016956
14788.0,VLG6152,VLG9YD,26.24526220308436,9.895912246541808,19.852140389798212,10.75168619286752,6.450143840777896,,TMA,3.0,False,3.450143840777896
14792.0,VLG6152,VLG9YD,26.51617201105568,9.82610712194635,20.06789712696328,10.728665325985668,6.511133564326224,,TMA,3.0,False,3.511133564326224
14796.0,VLG6152,VLG9YD,26.76013795863128,9.691667315344429,20.28612945250009,10.70272800419604,6.552482724433546,,TMA,3.0,False,3.5524827244335464
14800.0,VLG6152,VLG9YD,26.996670141147877,9.56542237388095,20.51186696670152,10.67357861366422,6.57880554987607,,TMA,3.0,False,3.57880554987607
14804.0,VLG6152,VLG9YD,27.197708222163783,9.384353342925577,20.74131712321545,10.642083120154997,6.577755712635492,,TMA,3.0,False,3.5777557126354917
14808.0,VLG9YD,VLG6152,20.97739929712136,10.608649129726798,27.377999261478124,9.17509280595378,6.55917400570784,,TMA,3.0,False,3.55917400570784
14812.0,VLG9YD,VLG6152,21.22193170809417,10.572825496879164,27.525603690818222,8.943126149960845,6.510929305953656,,TMA,3.0,False,3.510929305953656
14816.0,VLG9YD,VLG6152,21.46877737766688,10.535531561691576,27.64123830244013,8.694089193833385,6.44128743823747,,TMA,3.0,False,3.4412874382374703
14848.0,RYR28RR,VLG9YD,17.599869886685735,10.216266373019906,23.52600144628712,10.24464237458659,5.926199495390654,,TMA,3.0,False,2.9261994953906543
14852.0,RYR28RR,VLG9YD,17.71800960040238,10.267518124369944,23.78239895894306,10.21104364883403,6.064652311416418,,TMA,3.0,False,3.0646523114164177
14856.0,RYR28RR,VLG9YD,17.85180220054803,10.33000639098961,24.035000545020235,10.178713267787105,6.185049019709723,,TMA,3.0,False,3.185049019709723
14860.0,RYR28RR,VLG9YD,17.99436325382244,10.392565275946062,24.29530636823302,10.144997852651258,6.3058047670471815,,TMA,3.0,False,3.3058047670471815
14864.0,RYR28RR,VLG9YD,18.1515528647219,10.46645301761768,24.548640551047544,10.114092726736263,6.406784578954502,,TMA,3.0,False,3.406784578954502
14864.0,VLG9YD,RYR28RR,24.548640551047544,10.114092726736263,18.308694863665963,10.533922697633509,6.254053036706323,,TMA,3.0,False,3.254053036706323
14868.0,VLG9YD,RYR28RR,24.801283501777817,10.082468464859325,18.46696156206089,10.596437765274883,6.3551395639866834,,TMA,3.0,False,3.3551395639866834
14872.0,VLG9YD,RYR28RR,25.05835116777989,10.05034967763152,18.62421019280271,10.666307160872986,6.463557356985505,,TMA,3.0,False,3.463557356985505
14876.0,VLG9YD,RYR28RR,25.313906099413717,10.030162148879874,18.78696308915445,10.723965307571657,6.563714488167732,,TMA,3.0,False,3.563714488167732
