CAT,SAC,SIC,Time,lat,lon,H(m),Hft,RHO,THETA,mode3a,FL,TA,callsign,BP,ROLL,track_true,GS,track_rate,TAS,HDG,IAS,MACH,BAR,IVV,TN,GS(kt),HDG.1,STAT,callsign_norm,time_seconds,id,Indicativo,Origen,Destino,HoraDespegue,RutaSACTA,TipoAeronave,Estela,EstelaRECAT,ProcDesp,ATOT,PistaDesp,ATOT_seconds
CAT048,20,129,05:50:39:977,41.18142823,2.02966805,1386.84941310156,4550.03102848013,7.902344,204.636841,1043.0,45.5,348208,VLG84ZE,1014,21.621,,236,,234.0,-132.1875,212.0,0.348,2368.0,2336,2730,236.28,224.6539,"No alert, no SPI, aircraft airbone",VLG84ZE,21039.977,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:50:43:984,41.1785865,2.02517343,1440.18927472457,4725.03058008737,8.144531,205.444336,1043.0,47.25,348208,VLG84ZE,1014,,,,,,-128.496094,214.0,0.352,2368.0,2272,2730,238.7,229.7626,"No alert, no SPI, aircraft airbone",VLG84ZE,21043.984,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:50:47:992,41.17576462,2.02048556,1485.90904757474,4875.0298396451,8.390625,206.262817,1043.0,48.75,348208,VLG84ZE,1014,,,,,,-127.441406,216.0,0.356,2400.0,2400,2730,241.12,232.0807,"No alert, no SPI, aircraft airbone",VLG84ZE,21047.992,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:50:51:992,41.17316073,2.01571033,1539.24868939631,5050.02867011898,8.628906,207.097778,1043.0,50.5,348208,VLG84ZE,1014,,,,,,-126.914062,217.0,0.36,2624.0,2592,2730,243.1,233.031,"No alert, no SPI, aircraft airbone",VLG84ZE,21051.992,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:50:56:000,41.17040318,2.01084567,1592.58830698766,5225.02742109739,8.878906,207.883301,1043.0,52.25,348208,VLG84ZE,1014,0.527,,244,,240.0,-126.738281,217.0,0.36,2784.0,2688,2730,245.3,233.454,"No alert, no SPI, aircraft airbone",VLG84ZE,21056.0,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:51:00:000,41.16768127,2.00596697,1645.92786035407,5400.02596136406,9.128906,208.635864,1043.0,54.0,348208,VLG84ZE,1014,,,,,,-126.5625,218.0,0.364,2720.0,2752,2730,246.18,233.5913,"No alert, no SPI, aircraft airbone",VLG84ZE,21060.0,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:51:04:000,41.16494649,2.00102694,1706.88735030033,5600.02429435932,9.382812,209.360962,1043.0,56.0,348208,VLG84ZE,1014,,,,,,-126.386719,219.0,0.368,2880.0,2848,2730,247.5,233.5419,"No alert, no SPI, aircraft airbone",VLG84ZE,21064.0,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:51:08:000,41.16229018,1.99612511,1760.22677438892,5775.02241048616,9.632812,210.053101,1043.0,57.75,348208,VLG84ZE,1014,,,,,,-126.035156,219.0,0.368,3072.0,2912,2730,249.04,233.4979,"No alert, no SPI, aircraft airbone",VLG84ZE,21068.0,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:51:12:008,41.15947674,1.99113992,1821.18617350142,5975.02044547041,9.894531,210.701294,1043.0,59.75,348208,VLG84ZE,1014,5.098,,250,,246.0,-125.859375,219.0,0.368,2656.0,2656,2730,250.36,233.4485,"No alert, no SPI, aircraft airbone",VLG84ZE,21072.008,600,VLG84ZE,LEBL,EGLL,0 days 05:48:34,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,M+,NATPI1C,0 days 05:48:34,LEBL-24L,20914.0
CAT048,20,129,05:49:32:039,41.28993388,2.09636296,7.62009002827108,25.0002961683529,0.695312,201.747437,1000.0,0.25,342398,VLG1YW,1014,,,,,,-115.136719,107.0,0.164,-32.0,64,3829,102.08,245.6927,"No alert, no SPI, aircraft airbone",VLG1YW,20972.039,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:36:102,41.28901855,2.09385091,7.6200647233054,25.0002131468093,0.792969,207.91626,1000.0,0.25,342398,VLG1YW,1014,,,,,,-114.609375,124.0,0.188,-32.0,64,3829,123.2,245.517,"No alert, no SPI, aircraft airbone",VLG1YW,20976.102,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:40:156,41.28790989,2.09075678,7.62001109588891,25.0000372038362,0.921875,213.678589,1000.0,0.25,342398,VLG1YW,1014,-0.176,,140,0.0,140.0,-115.3125,138.0,0.208,-32.0,32,3829,135.3,245.517,"No alert, no SPI, aircraft airbone",VLG1YW,20980.156,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:44:203,41.28680098,2.0874962,-7.36229121685028e-05,-0.0002415449951589,1.0625,218.314819,1000.0,0.0,342398,VLG1YW,1014,,,,,,-114.433594,154.0,0.232,-32.0,96,3829,150.92,245.3027,"No alert, no SPI, aircraft airbone",VLG1YW,20984.203,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:48:242,41.2855599,2.08382983,-0.0002016630023717,-0.0006616240447014,1.226562,222.242432,1000.0,0.0,342398,VLG1YW,1014,,,,,,-111.445312,162.0,0.244,416.0,1056,3829,165.66,245.7532,"No alert, no SPI, aircraft airbone",VLG1YW,20988.242,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:52:266,41.28426647,2.08012481,45.7196354148909,149.998808654591,1.398438,225.192261,1000.0,1.5,342398,VLG1YW,1014,,,,,,-111.445312,164.0,0.248,2368.0,2432,3829,165.22,246.0718,"No alert, no SPI, aircraft airbone",VLG1YW,20992.266,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:49:56:297,41.28308232,2.07638892,99.0594306821004,324.998142559062,1.570312,227.702637,1000.0,3.25,342398,VLG1YW,1014,-1.582,,162,,164.0,-111.269531,160.0,0.244,2624.0,2848,3829,162.58,245.6433,"No alert, no SPI, aircraft airbone",VLG1YW,20996.297,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:00:313,41.28184895,2.07279013,152.399203247391,499.997401982169,1.742188,229.509888,1000.0,5.0,342398,VLG1YW,1014,,,,,,-114.609375,156.0,0.236,2688.0,2688,3829,161.04,244.2261,"No alert, no SPI, aircraft airbone",VLG1YW,21000.313,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:04:313,41.28040874,2.06924051,205.738957083784,674.996599958762,1.921875,230.663452,1000.0,6.75,342398,VLG1YW,1014,,,,,,-123.925781,155.0,0.236,2720.0,2656,3829,161.04,237.6892,"No alert, no SPI, aircraft airbone",VLG1YW,21004.313,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:08:313,41.27852767,2.06618632,259.078753667884,849.995938183739,2.101562,230.674438,1000.0,8.5,342398,VLG1YW,1014,,,,,,-134.472656,159.0,0.244,2560.0,2496,3829,162.36,228.2465,"No alert, no SPI, aircraft airbone",VLG1YW,21008.313,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:12:297,41.27635465,2.06344932,304.798583697528,999.995385338197,2.28125,230.114136,1000.0,10.0,342398,VLG1YW,1014,-18.984,,164,,168.0,-142.207031,162.0,0.248,2336.0,1984,3829,163.02,221.5118,"No alert, no SPI, aircraft airbone",VLG1YW,21012.297,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:16:281,41.27379518,2.06115293,342.898479401134,1124.99504715842,2.460938,228.922119,1000.0,11.25,342398,VLG1YW,1014,,,,,,-150.996094,164.0,0.252,1728.0,1632,3829,166.76,213.4973,"No alert, no SPI, aircraft airbone",VLG1YW,21016.281,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:20:258,41.2710563,2.05933636,380.998446637765,1249.99494366704,2.632812,227.400513,1000.0,12.5,342398,VLG1YW,1014,,,,,,-159.433594,167.0,0.26,1600.0,1472,3829,171.38,202.6703,"No alert, no SPI, aircraft airbone",VLG1YW,21020.258,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:24:234,41.26794887,2.05803789,411.478515693918,1349.99517342923,2.804688,225.406494,1000.0,13.5,342398,VLG1YW,1014,,,,,,-167.871094,171.0,0.264,1568.0,1408,3829,175.34,195.2216,"No alert, no SPI, aircraft airbone",VLG1YW,21024.234,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:28:203,41.26479744,2.05726541,434.338673808612,1424.99569457825,2.964844,223.275146,1000.0,14.25,342398,VLG1YW,1014,-4.043,,180,,182.0,-169.980469,174.0,0.268,1248.0,1120,3829,179.74,189.6185,"No alert, no SPI, aircraft airbone",VLG1YW,21028.203,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:32:172,41.2614058,2.05658538,457.198887918144,1499.99639943736,3.136719,221.132812,1000.0,15.0,342398,VLG1YW,1014,,,,,,-171.386719,179.0,0.28,1216.0,1056,3829,185.02,188.0859,"No alert, no SPI, aircraft airbone",VLG1YW,21032.172,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:36:141,41.25798838,2.05608459,480.059154008515,1574.9972748373,3.308594,219.089355,1000.0,15.75,342398,VLG1YW,1014,,,,,,-172.792969,184.0,0.284,1152.0,1216,3829,192.28,186.2732,"No alert, no SPI, aircraft airbone",VLG1YW,21036.141,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:40:117,41.25432592,2.05558877,510.539474519901,1674.99832958387,3.496094,217.10083,1000.0,16.75,342398,VLG1YW,1014,,,,,,-174.199219,188.0,0.292,1376.0,1280,3829,194.92,185.0043,"No alert, no SPI, aircraft airbone",VLG1YW,21040.117,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:44:094,41.25075917,2.05534604,533.399848485366,1749.99955890473,3.675781,215.222168,1000.0,17.5,342398,VLG1YW,1014,-3.691,,202,,200.0,-175.78125,191.0,0.3,1216.0,1120,3829,200.64,183.7189,"No alert, no SPI, aircraft airbone",VLG1YW,21044.094,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:48:070,41.24697255,2.0550595,556.260274519213,1825.00095905361,3.871094,213.43689,1000.0,18.25,342398,VLG1YW,1014,,,,,,-177.1875,196.0,0.308,992.0,800,3829,206.36,182.4994,"No alert, no SPI, aircraft airbone",VLG1YW,21048.07,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:52:047,41.24305541,2.05485312,571.500762899406,1875.00256295089,4.074219,211.723022,1000.0,18.75,342398,VLG1YW,1014,,,,,,-178.769531,203.0,0.316,576.0,416,3829,214.28,181.3348,"No alert, no SPI, aircraft airbone",VLG1YW,21052.047,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:56:016,41.23898678,2.05478069,579.121327719651,1900.00441683574,4.285156,210.042114,1000.0,19.0,342398,VLG1YW,1014,,,,,,-179.648438,211.0,0.328,608.0,800,3829,224.18,180.2527,"No alert, no SPI, aircraft airbone",VLG1YW,21056.016,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:50:59:992,41.23480688,2.05481256,609.601963234134,2000.00650505708,4.503906,208.427124,1000.0,20.0,342398,VLG1YW,1014,-1.758,,228,,226.0,179.648438,215.0,0.336,1568.0,1728,3829,228.14,180.0,"No alert, no SPI, aircraft airbone",VLG1YW,21059.992,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:03:977,41.23047858,2.05481651,640.082661218941,2100.00879823355,4.734375,206.92749,1000.0,21.0,342398,VLG1YW,1014,,,,,,178.945312,219.0,0.344,1632.0,1600,3829,233.2,179.5056,"No alert, no SPI, aircraft airbone",VLG1YW,21063.977,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:07:953,41.22615524,2.0549572,670.563421238214,2200.01129493518,4.964844,205.504761,1000.0,22.0,342398,VLG1YW,1014,,,,,,178.59375,225.0,0.352,1568.0,1600,3829,239.14,178.797,"No alert, no SPI, aircraft airbone",VLG1YW,21067.953,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:11:930,41.22166905,2.05511081,708.664257915691,2325.01404394011,5.207031,204.158936,1000.0,23.25,342398,VLG1YW,1014,,,,,,178.769531,229.0,0.36,1824.0,2272,3829,243.32,178.3466,"No alert, no SPI, aircraft airbone",VLG1YW,21071.93,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:15:914,41.21709546,2.05527637,762.005161399953,2500.01701372742,5.457031,202.906494,1000.0,25.0,342398,VLG1YW,1014,0.176,,244,0.0,242.0,178.945312,228.0,0.36,2848.0,2944,3829,245.3,178.363,"No alert, no SPI, aircraft airbone",VLG1YW,21075.914,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:19:891,41.2126129,2.05551595,815.346105464734,2675.02011665292,5.703125,201.75293,1000.0,26.75,342398,VLG1YW,1014,,,,,,178.769531,228.0,0.36,2688.0,2592,3829,247.28,178.374,"No alert, no SPI, aircraft airbone",VLG1YW,21079.891,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:23:875,41.20798233,2.05567339,868.687119035982,2850.02344761801,5.960938,200.698242,1000.0,28.5,342398,VLG1YW,1014,,,,,,178.769531,230.0,0.364,2464.0,2528,3829,249.26,178.385,"No alert, no SPI, aircraft airbone",VLG1YW,21083.875,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:27:867,41.20337457,2.05586854,922.028183425777,3025.02694531063,6.21875,199.720459,1000.0,30.25,342398,VLG1YW,1014,,,,,,178.59375,232.0,0.368,2656.0,2752,3829,251.24,178.4015,"No alert, no SPI, aircraft airbone",VLG1YW,21087.867,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:31:852,41.19878603,2.05610375,975.369299029931,3200.03061102936,6.476562,198.808594,1000.0,32.0,342398,VLG1YW,1014,-0.176,,252,,250.0,178.769531,232.0,0.372,2784.0,2976,3829,252.34,178.407,"No alert, no SPI, aircraft airbone",VLG1YW,21091.852,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:35:836,41.1941036,2.0562944,1036.33048278932,3400.0345011545,6.742188,197.96814,1000.0,34.0,342398,VLG1YW,1014,,,,,,178.242188,233.0,0.376,3104.0,3232,3829,252.34,178.407,"No alert, no SPI, aircraft airbone",VLG1YW,21095.836,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:39:820,41.18939053,2.05645062,1104.91172254644,3625.03857579927,7.011719,197.199097,1000.0,36.25,342398,VLG1YW,1014,,,,,,177.714844,232.0,0.372,3296.0,3328,3829,252.34,178.407,"No alert, no SPI, aircraft airbone",VLG1YW,21099.82,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:43:805,41.18476151,2.05662913,1173.49299513921,3850.04275817253,7.277344,196.490479,1000.0,38.5,342398,VLG1YW,1014,,,,,,177.1875,231.0,0.372,3296.0,3296,3829,252.34,178.407,"No alert, no SPI, aircraft airbone",VLG1YW,21103.805,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:47:797,41.18008971,2.05677606,1242.07432718482,4075.04713560104,7.546875,195.836792,1000.0,40.75,342398,VLG1YW,1014,0.527,,252,,252.0,177.011719,231.0,0.376,3264.0,3264,3829,251.24,178.4015,"No alert, no SPI, aircraft airbone",VLG1YW,21107.797,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:51:781,41.17548956,2.05695187,1303.03569386248,4275.05162585176,7.8125,195.227051,1000.0,42.75,342398,VLG1YW,1014,,,,,,177.011719,230.0,0.376,3232.0,3200,3829,251.24,178.6267,"No alert, no SPI, aircraft airbone",VLG1YW,21111.781,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:55:773,41.1707182,2.0570736,1371.61715720408,4500.05643404142,8.089844,194.655762,1000.0,45.0,342398,VLG1YW,1014,,,,,,177.011719,230.0,0.376,3168.0,3104,3829,251.24,178.6267,"No alert, no SPI, aircraft airbone",VLG1YW,21115.773,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
CAT048,20,129,05:51:59:758,41.16614708,2.05724143,1432.57861688454,4700.06122941946,8.355469,194.128418,1000.0,47.0,342398,VLG1YW,1014,,,,,,177.714844,230.0,0.376,3008.0,2976,3829,251.24,179.0826,"No alert, no SPI, aircraft airbone",VLG1YW,21119.758,601,VLG1YW,LEBL,LSZH,0 days 05:49:49,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 012(BL811) 023(BL827) 4123N00306E DCT 4126N00312E DCT AGENA DCT BODEQ DCT LUMAS **,A320,Media,M+,-,0 days 05:49:49,LEBL-24L,20989.0
