CAT,SAC,SIC,Time,lat,lon,H(m),Hft,RHO,THETA,mode3a,FL,TA,callsign,BP,ROLL,track_true,GS,track_rate,TAS,HDG,IAS,MACH,BAR,IVV,TN,GS(kt),HDG.1,STAT,callsign_norm,time_seconds,id,Indicativo,Origen,Destino,HoraDespegue,RutaSACTA,TipoAeronave,Estela,EstelaRECAT,ProcDesp,ATOT,PistaDesp,ATOT_seconds
CAT048,20,129,05:00:11:922,41.28936417,2.09527381,8.56006518006325e-05,0.0002808420424535,0.746094,204.290771,1000.0,0.0,3444D0,VLG3YR,1013,,,,,,-114.609375,113.0,0.168,160.0,64,3580,109.78,245.7697,"No alert, no SPI, aircraft airbone",VLG3YR,18011.922,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:15:984,41.28837666,2.09254069,4.9954280257225e-05,0.0001638920008391,0.855469,210.217896,1000.0,0.0,3444D0,VLG3YR,1013,,,,,,-114.433594,126.0,0.188,224.0,32,3580,126.28,245.6653,"No alert, no SPI, aircraft airbone",VLG3YR,18015.984,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:20:039,41.28731792,2.08931299,-1.98781490325928e-05,-6.52170264720917e-05,0.988281,215.689087,1000.0,0.0,3444D0,VLG3YR,1013,-0.527,,142,,144.0,-114.257812,143.0,0.22,-256.0,32,3580,141.9,245.4181,"No alert, no SPI, aircraft airbone",VLG3YR,18020.039,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:24:078,41.28610737,2.0858889,-0.0001203855499625,-0.000394965727739,1.140625,219.885864,1000.0,-0.25,3444D0,VLG3YR,1013,,,,,,-114.082031,155.0,0.232,-1408.0,160,3580,155.76,245.7367,"No alert, no SPI, aircraft airbone",VLG3YR,18024.078,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:28:109,41.28480163,2.08224314,15.239740466699,49.9991501127648,1.308594,223.231201,1000.0,0.5,3444D0,VLG3YR,1013,,,,,,-113.027344,162.0,0.244,2336.0,1824,3580,168.3,244.649,"No alert, no SPI, aircraft airbone",VLG3YR,18028.109,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:32:141,41.28359762,2.07845815,60.9595542130992,199.998543844504,1.480469,226.148071,1000.0,2.0,3444D0,VLG3YR,1013,,,,,,-111.972656,159.0,0.24,2592.0,2656,3580,162.58,244.8523,"No alert, no SPI, aircraft airbone",VLG3YR,18032.141,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:36:148,41.28234101,2.07495148,106.679354515858,349.997893469808,1.648438,228.081665,1000.0,3.5,3444D0,VLG3YR,1013,0.176,,162,,156.0,-111.796875,153.0,0.232,2208.0,2112,3580,161.48,244.704,"No alert, no SPI, aircraft airbone",VLG3YR,18036.148,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:40:164,41.28098917,2.07125938,144.779111908749,474.997101514699,1.828125,229.691162,1000.0,4.75,3444D0,VLG3YR,1013,,,,,,-116.191406,158.0,0.24,1664.0,1792,3580,164.78,244.8358,"No alert, no SPI, aircraft airbone",VLG3YR,18040.164,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:44:172,41.27952559,2.06761836,190.498845493421,624.996232248635,2.011719,230.822754,1000.0,6.25,3444D0,VLG3YR,1013,,,,,,-124.453125,160.0,0.244,2400.0,2400,3580,168.3,238.8593,"No alert, no SPI, aircraft airbone",VLG3YR,18044.172,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:48:164,41.27747813,2.06451156,236.218635421246,774.995547835442,2.199219,230.657959,1000.0,7.75,3444D0,VLG3YR,1013,,,,,,-138.515625,163.0,0.248,2496.0,2528,3580,168.08,228.62,"No alert, no SPI, aircraft airbone",VLG3YR,18048.164,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:52:148,41.27504495,2.06196303,297.178494992666,974.995093511738,2.382812,229.702148,1000.0,9.75,3444D0,VLG3YR,1013,-24.258,,166,,168.0,-151.171875,162.0,0.248,3008.0,2976,3580,166.98,214.2609,"No alert, no SPI, aircraft airbone",VLG3YR,18052.148,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:00:56:125,41.27244195,2.06008964,350.518442464992,1149.99492677685,2.550781,228.257446,1000.0,11.5,3444D0,VLG3YR,1013,,,,,,-156.972656,165.0,0.256,2080.0,1952,3580,166.1,206.098,"No alert, no SPI, aircraft airbone",VLG3YR,18056.125,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:00:102,41.2694635,2.05870583,380.998484091833,1249.99506654785,2.71875,226.323853,1000.0,12.5,3444D0,VLG3YR,1013,,,,,,-165.761719,168.0,0.26,1568.0,1504,3580,173.14,197.4902,"No alert, no SPI, aircraft airbone",VLG3YR,18060.102,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:04:070,41.2663052,2.05790048,411.478628810495,1349.99554454662,2.878906,224.093628,1000.0,13.5,3444D0,VLG3YR,1013,,,,,,-172.441406,172.0,0.268,1792.0,1664,3580,175.78,187.8497,"No alert, no SPI, aircraft airbone",VLG3YR,18064.07,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:08:039,41.26305619,2.05749797,449.578854540363,1474.9962891302,3.035156,221.775513,1000.0,14.75,3444D0,VLG3YR,1013,-5.801,,180,,182.0,-173.671875,175.0,0.272,1600.0,1504,3580,178.64,184.812,"No alert, no SPI, aircraft airbone",VLG3YR,18068.039,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:12:008,41.25972297,2.05722842,472.439129903913,1549.99719495395,3.195312,219.545288,1000.0,15.5,3444D0,VLG3YR,1013,,,,,,-175.605469,177.0,0.276,1408.0,1280,3580,183.48,183.1256,"No alert, no SPI, aircraft airbone",VLG3YR,18072.008,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:15:977,41.25627223,2.05704757,502.919455066323,1649.9982649598,3.363281,217.402954,1000.0,16.5,3444D0,VLG3YR,1013,,,,,,-177.539062,181.0,0.28,1216.0,1120,3580,188.1,181.214,"No alert, no SPI, aircraft airbone",VLG3YR,18075.977,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:19:953,41.25274175,2.0570159,525.779836517759,1724.99951884092,3.535156,215.332031,1000.0,17.25,3444D0,VLG3YR,1013,,,,,,-179.121094,185.0,0.288,1152.0,1024,3580,193.16,180.2966,"No alert, no SPI, aircraft airbone",VLG3YR,18079.953,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:23:922,41.24911026,2.0570404,548.640267034061,1800.00093369603,3.714844,213.370972,1000.0,18.0,3444D0,VLG3YR,1013,-1.582,,198,,198.0,-179.824219,189.0,0.296,992.0,1024,3580,198.22,179.4177,"No alert, no SPI, aircraft airbone",VLG3YR,18083.922,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:27:898,41.24542816,2.05716189,563.880747850053,1850.00251277637,3.898438,211.514282,1000.0,18.5,3444D0,VLG3YR,1013,,,,,,179.824219,194.0,0.304,992.0,992,3580,204.16,178.8739,"No alert, no SPI, aircraft airbone",VLG3YR,18087.898,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:31:875,41.24155244,2.05721384,586.741279038601,1925.004257921,4.097656,209.783936,1000.0,19.25,3444D0,VLG3YR,1013,,,,,,179.472656,198.0,0.312,960.0,928,3580,209.22,178.9014,"No alert, no SPI, aircraft airbone",VLG3YR,18091.875,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:35:852,41.23763054,2.05734087,601.981862355024,1975.00617328886,4.300781,208.157959,1000.0,19.75,3444D0,VLG3YR,1013,,,,,,179.121094,203.0,0.316,928.0,640,3580,215.16,178.9288,"No alert, no SPI, aircraft airbone",VLG3YR,18095.852,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:39:828,41.23356018,2.05742205,609.602499968372,2000.00826599623,4.515625,206.652832,1000.0,20.0,3444D0,VLG3YR,1013,0.703,,224,,222.0,179.121094,211.0,0.332,320.0,256,3580,223.08,179.2255,"No alert, no SPI, aircraft airbone",VLG3YR,18099.828,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:43:805,41.22933693,2.05748664,624.843200699426,2050.01056658271,4.742188,205.246582,1000.0,20.5,3444D0,VLG3YR,1013,,,,,,179.648438,218.0,0.34,1024.0,1024,3580,231.22,179.5001,"No alert, no SPI, aircraft airbone",VLG3YR,18103.805,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:47:789,41.22502156,2.05757204,655.32396302186,2150.01307084064,4.976562,203.933716,1000.0,21.5,3444D0,VLG3YR,1013,,,,,,-179.648438,222.0,0.348,1664.0,1792,3580,236.28,180.2417,"No alert, no SPI, aircraft airbone",VLG3YR,18107.789,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:51:766,41.22064843,2.05756087,701.044768451713,2300.01571812712,5.21875,202.769165,1000.0,23.0,3444D0,VLG3YR,1013,,,,,,-178.945312,223.0,0.352,2272.0,2368,3580,239.14,180.4779,"No alert, no SPI, aircraft airbone",VLG3YR,18111.766,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:55:750,41.21618505,2.05750013,746.765631271526,2450.01855370087,5.46875,201.708984,1000.0,24.5,3444D0,VLG3YR,1013,0.352,,240,,240.0,-178.417969,225.0,0.356,2848.0,2880,3580,240.24,180.9503,"No alert, no SPI, aircraft airbone",VLG3YR,18115.75,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:01:59:742,41.2117647,2.05743378,807.726531810127,2650.02151462394,5.71875,200.753174,1000.0,26.5,3444D0,VLG3YR,1013,,,,,,-178.242188,225.0,0.356,3040.0,3200,3580,240.24,181.192,"No alert, no SPI, aircraft airbone",VLG3YR,18119.742,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:03:727,41.20726751,2.0572577,876.307482047006,2875.0246393991,5.976562,199.907227,1000.0,28.75,3444D0,VLG3YR,1013,,,,,,-177.890625,223.0,0.356,3232.0,3264,3580,240.24,181.192,"No alert, no SPI, aircraft airbone",VLG3YR,18123.727,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:07:711,41.20283769,2.05715013,937.268473591655,3075.02789889845,6.230469,199.116211,1000.0,30.75,3444D0,VLG3YR,1013,,,,,,-178.066406,222.0,0.356,3040.0,3104,3580,240.24,181.192,"No alert, no SPI, aircraft airbone",VLG3YR,18127.711,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:11:695,41.19842478,2.05705368,998.229509317316,3275.03130334862,6.484375,198.38562,1000.0,32.75,3444D0,VLG3YR,1013,-0.703,,240,,240.0,-178.417969,222.0,0.356,3008.0,3008,3580,240.24,181.192,"No alert, no SPI, aircraft airbone",VLG3YR,18131.695,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:15:688,41.19390317,2.05691142,1059.19061325677,3475.03493159733,6.746094,197.709961,1000.0,34.75,3444D0,VLG3YR,1013,,,,,,-178.769531,222.0,0.356,3104.0,3072,3580,240.24,180.9503,"No alert, no SPI, aircraft airbone",VLG3YR,18135.688,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:19:672,41.18951032,2.05687041,1120.15174504556,3675.03865121527,7.0,197.067261,1000.0,36.75,3444D0,VLG3YR,1013,,,,,,-179.648438,220.0,0.356,3136.0,3040,3580,240.24,180.9503,"No alert, no SPI, aircraft airbone",VLG3YR,18139.672,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:23:656,41.1850807,2.05675396,1181.11292342842,3875.04252370089,7.257812,196.490479,1000.0,38.75,3444D0,VLG3YR,1013,,,,,,179.824219,219.0,0.356,2880.0,2848,3580,241.12,180.9503,"No alert, no SPI, aircraft airbone",VLG3YR,18143.656,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:27:648,41.1806493,2.0566729,1234.45415385161,4050.0465661225,7.515625,195.941162,1000.0,40.5,3444D0,VLG3YR,1013,-0.527,,242,,238.0,179.648438,219.0,0.356,2688.0,2656,3580,242.22,180.7086,"No alert, no SPI, aircraft airbone",VLG3YR,18147.648,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:31:641,41.17609693,2.05657542,1287.79546502791,4225.05087348218,7.78125,195.419312,1000.0,42.25,3444D0,VLG3YR,1013,,,,,,179.472656,220.0,0.36,2656.0,2624,3580,243.32,180.7031,"No alert, no SPI, aircraft airbone",VLG3YR,18151.641,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:35:633,41.17161665,2.05650802,1341.13680764753,4400.05528400233,8.042969,194.93042,1000.0,44.0,3444D0,VLG3YR,1013,,,,,,179.472656,221.0,0.36,2688.0,2752,3580,244.2,180.7031,"No alert, no SPI, aircraft airbone",VLG3YR,18155.633,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:39:617,41.16701937,2.05642977,1402.09823421855,4600.05997075357,8.3125,194.463501,1000.0,46.0,3444D0,VLG3YR,1013,,,,,,179.824219,221.0,0.364,2816.0,2848,3580,244.2,180.9338,"No alert, no SPI, aircraft airbone",VLG3YR,18159.617,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:43:609,41.16256636,2.05634937,1463.05966380518,4800.06466739858,8.574219,194.040527,1000.0,48.0,3444D0,VLG3YR,1013,1.055,,244,,244.0,-179.824219,221.0,0.364,2944.0,2848,3580,244.2,181.6425,"No alert, no SPI, aircraft airbone",VLG3YR,18163.609,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:47:602,41.15806563,2.05616845,1516.40114412457,4975.06952968965,8.839844,193.666992,1000.0,49.75,3444D0,VLG3YR,1013,,,,,,-179.648438,220.0,0.364,2848.0,2848,3580,245.3,181.8677,"No alert, no SPI, aircraft airbone",VLG3YR,18167.602,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:51:586,41.15351673,2.05595206,1577.36268529855,5175.07459243489,9.109375,193.320923,1000.0,51.75,3444D0,VLG3YR,1013,,,,,,179.648438,220.0,0.364,2848.0,2752,3580,245.3,181.4008,"No alert, no SPI, aircraft airbone",VLG3YR,18171.586,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:55:578,41.14900172,2.05592051,1630.70428817812,5350.07985682631,9.375,192.947388,1000.0,53.5,3444D0,VLG3YR,1013,,,,,,174.023438,219.0,0.364,2528.0,2464,3580,246.62,176.5063,"No alert, no SPI, aircraft airbone",VLG3YR,18175.578,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:02:59:563,41.14457298,2.0565738,1676.42599727307,5500.08546889336,9.628906,192.420044,1000.0,55.0,3444D0,VLG3YR,1013,-25.84,,248,,244.0,165.410156,220.0,0.368,2336.0,2336,3580,247.5,170.6891,"No alert, no SPI, aircraft airbone",VLG3YR,18179.563,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
CAT048,20,129,05:03:03:555,41.14006519,2.05871217,1729.76796886977,5675.09194298669,9.875,191.530151,1000.0,56.75,3444D0,VLG3YR,1013,,,,,,158.027344,220.0,0.368,2528.0,2464,3580,248.82,160.9772,"No alert, no SPI, aircraft airbone",VLG3YR,18183.555,571,VLG3YR,LEBL,LIRF,0 days 05:00:28,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL811 DCT 4104N00254E 005(BL813) 4103N00321E DCT 4103N00328E DCT DIPES DCT TOSNU DCT LAPIT OSPOK **,A320,Media,M+,-,0 days 05:00:28,LEBL-24L,18028.0
